address, citystatezip, beds, baths, sqfootage, yearbuilt, latitude, longitude, redfin link, chartlink, homelink, graphlink, maplink, compslink, zpid, zestimate, lastupdated, rentestimate, lastupdated_rent
2629 75 TH Ave,Oakland  CA 94605,2,1.0,910,1941,37.766287,-122.174004,http://www.redfin.com/CA/Oakland/2629-75th-Ave-94605/home/1607705,,http://www.zillow.com/homedetails/2629-75th-Ave-Oakland-CA-94605/24792995_zpid/,http://www.zillow.com/homedetails/2629-75th-Ave-Oakland-CA-94605/24792995_zpid/#charts-and-data,http://www.zillow.com/homes/24792995_zpid/,http://www.zillow.com/homes/comps/24792995_zpid/,24792995,255607,03/12/2016,1925,03/13/2016
