prop type, address #, address st, city, state, zip, dom, listing_id, beds, baths, sqfootage, lotsize, yearbuilt, latitude, longitude, redfin link, chartlink, homelink, graphlink, maplink, compslink, zpid, zestimate, lastupdated, rentestimate, lastupdated_rent, distance, # hot words, sold price, sold date, comp score, $/sqft
redfin,3448,Paxton Ave,Oakland,CA,94601,0,,3,2.0,1134,4294,1910,37.786513,-122.215725,,,http://www.zillow.com/homedetails/3448-Paxton-Ave-Oakland-CA-94601/24768729_zpid/,http://www.zillow.com/homedetails/3448-Paxton-Ave-Oakland-CA-94601/24768729_zpid/#charts-and-data,http://www.zillow.com/homes/24768729_zpid/,http://www.zillow.com/homes/comps/24768729_zpid/,24768729,561552,04/11/2016,,,0.513196575975,0,528000,05/22/2015,7.0,465
redfin,2568,Humboldt Ave,Oakland,CA,94601,0,,3,1.0,1185,4748,1922,37.789406,-122.211021,,,http://www.zillow.com/homedetails/2568-Humboldt-Ave-Oakland-CA-94601/24769100_zpid/,http://www.zillow.com/homedetails/2568-Humboldt-Ave-Oakland-CA-94601/24769100_zpid/#charts-and-data,http://www.zillow.com/homes/24769100_zpid/,http://www.zillow.com/homes/comps/24769100_zpid/,24769100,525326,04/11/2016,,,0.363427301529,0,410000,03/11/2016,4.0,345
redfin,2367,Bartlett St,Oakland,CA,94601,0,,2,1.0,1206,3330,1947,37.787381,-122.213647,,,http://www.zillow.com/homedetails/2367-Bartlett-St-Oakland-CA-94601/24769145_zpid/,http://www.zillow.com/homedetails/2367-Bartlett-St-Oakland-CA-94601/24769145_zpid/#charts-and-data,http://www.zillow.com/homes/24769145_zpid/,http://www.zillow.com/homes/comps/24769145_zpid/,24769145,442196,04/11/2016,,,0.414212582173,0,420000,08/05/2015,5.0,348
redfin,3121,Suter St,Oakland,CA,94602,0,,2,1.0,1275,4000,1922,37.794529,-122.208843,,,http://www.zillow.com/homedetails/3121-Suter-St-Oakland-CA-94602/24769749_zpid/,http://www.zillow.com/homedetails/3121-Suter-St-Oakland-CA-94602/24769749_zpid/#charts-and-data,http://www.zillow.com/homes/24769749_zpid/,http://www.zillow.com/homes/comps/24769749_zpid/,24769749,566598,04/11/2016,,,0.62957052625,0,550000,09/10/2015,9.0,431
redfin,3145,Texas St,Oakland,CA,94602,0,,3,1.0,1329,4400,1924,37.794208,-122.209925,,,http://www.zillow.com/homedetails/3145-Texas-St-Oakland-CA-94602/24769786_zpid/,http://www.zillow.com/homedetails/3145-Texas-St-Oakland-CA-94602/24769786_zpid/#charts-and-data,http://www.zillow.com/homes/24769786_zpid/,http://www.zillow.com/homes/comps/24769786_zpid/,24769786,543733,04/11/2016,,,0.623580207608,0,510000,06/05/2015,8.0,383
principal_arv,avg $/sqft,rehab_light,rehab_med,rehab_high,mao_light,mao_med,mao_high
533226,362,51555,66285,88380,333364.5,318634.5,301539.5

prop type, address #, address st, city, state, zip, dom, listing_id, beds, baths, sqfootage, lotsize, yearbuilt, latitude, longitude, redfin link, chartlink, homelink, graphlink, maplink, compslink, zpid, zestimate, lastupdated, rentestimate, lastupdated_rent, distance, # hot words, sold price, sold date, comp score, $/sqft
redfin,8451,ASTER Ave,Oakland,CA,94605,242,40711605,1,1.0,2434,6240,1957,37.763308,-122.158839,http://www.redfin.com/CA/Oakland/8451-Aster-Ave-94605/home/585060,,http://www.zillow.com/homedetails/8451-Aster-Ave-Oakland-CA-94605/24799332_zpid/,http://www.zillow.com/homedetails/8451-Aster-Ave-Oakland-CA-94605/24799332_zpid/#charts-and-data,http://www.zillow.com/homes/24799332_zpid/,http://www.zillow.com/homes/comps/24799332_zpid/,24799332,677364,04/11/2016,3600,04/12/2016,0,0
redfin,7749,Sunkist Dr,Oakland,CA,94605,0,,5,3.0,2300,10750,1947,37.769183,-122.164074,,,http://www.zillow.com/homedetails/7749-Sunkist-Dr-Oakland-CA-94605/24793960_zpid/,http://www.zillow.com/homedetails/7749-Sunkist-Dr-Oakland-CA-94605/24793960_zpid/#charts-and-data,http://www.zillow.com/homes/24793960_zpid/,http://www.zillow.com/homes/comps/24793960_zpid/,24793960,718240,04/11/2016,,,0.496517991937,0,847000,04/01/2016,10.0,368
redfin,7408,Outlook Ave,Oakland,CA,94605,0,,3,2.0,1932,3284,1933,37.770391,-122.169134,,,http://www.zillow.com/homedetails/7408-Outlook-Ave-Oakland-CA-94605/24793675_zpid/,http://www.zillow.com/homedetails/7408-Outlook-Ave-Oakland-CA-94605/24793675_zpid/#charts-and-data,http://www.zillow.com/homes/24793675_zpid/,http://www.zillow.com/homes/comps/24793675_zpid/,24793675,503425,04/11/2016,,,0.745440737773,0,485000,07/10/2015,12.0,251
redfin,7929,Outlook Ave,Oakland,CA,94605,0,,3,2.0,2081,10200,1949,37.766187,-122.164343,,,http://www.zillow.com/homedetails/7929-Outlook-Ave-Oakland-CA-94605/24793739_zpid/,http://www.zillow.com/homedetails/7929-Outlook-Ave-Oakland-CA-94605/24793739_zpid/#charts-and-data,http://www.zillow.com/homes/24793739_zpid/,http://www.zillow.com/homes/comps/24793739_zpid/,24793739,592079,04/11/2016,,,0.360482477739,0,464000,06/08/2015,11.0,222
redfin,8108,Ney Ave,Oakland,CA,94605,0,,3,2.0,2066,11850,1939,37.764159,-122.163649,,,http://www.zillow.com/homedetails/8108-Ney-Ave-Oakland-CA-94605/24793832_zpid/,http://www.zillow.com/homedetails/8108-Ney-Ave-Oakland-CA-94605/24793832_zpid/#charts-and-data,http://www.zillow.com/homes/24793832_zpid/,http://www.zillow.com/homes/comps/24793832_zpid/,24793832,665191,04/11/2016,,,0.269226744216,0,480000,07/09/2015,10.0,232
redfin,3068,Tully Pl,Oakland,CA,94605,0,,3,2.0,1846,4715,1930,37.766064,-122.16307,,,http://www.zillow.com/homedetails/3068-Tully-Pl-Oakland-CA-94605/24793861_zpid/,http://www.zillow.com/homedetails/3068-Tully-Pl-Oakland-CA-94605/24793861_zpid/#charts-and-data,http://www.zillow.com/homes/24793861_zpid/,http://www.zillow.com/homes/comps/24793861_zpid/,24793861,638571,04/11/2016,,,0.299444227259,0,655000,06/10/2015,6.0,354
principal_arv,avg $/sqft,rehab_light,rehab_med,rehab_high,mao_light,mao_med,mao_high
693690,285,85190,109530,146040,420077.5,395737.5,359227.5

prop type, address #, address st, city, state, zip, dom, listing_id, beds, baths, sqfootage, lotsize, yearbuilt, latitude, longitude, redfin link, chartlink, homelink, graphlink, maplink, compslink, zpid, zestimate, lastupdated, rentestimate, lastupdated_rent, distance, # hot words, sold price, sold date, comp score, $/sqft
redfin,2757,RITCHIE St,Oakland,CA,94605,194,40717753,2,1.0,1944,6000,1927,37.764418,-122.167666,http://www.redfin.com/CA/Oakland/2757-Ritchie-St-94605/home/1888921,,http://www.zillow.com/homedetails/2757-Ritchie-St-Oakland-CA-94605/24793202_zpid/,http://www.zillow.com/homedetails/2757-Ritchie-St-Oakland-CA-94605/24793202_zpid/#charts-and-data,http://www.zillow.com/homes/24793202_zpid/,http://www.zillow.com/homes/comps/24793202_zpid/,24793202,410203,04/11/2016,2800,04/12/2016,0,0
redfin,1769,Auseon Ave,Oakland,CA,94621,0,,4,2.0,1470,4120,1916,37.754616,-122.171784,,,http://www.zillow.com/homedetails/1769-Auseon-Ave-Oakland-CA-94621/24798466_zpid/,http://www.zillow.com/homedetails/1769-Auseon-Ave-Oakland-CA-94621/24798466_zpid/#charts-and-data,http://www.zillow.com/homes/24798466_zpid/,http://www.zillow.com/homes/comps/24798466_zpid/,24798466,359918,04/11/2016,,,0.713630664911,0,375000,05/22/2015,7.0,255
redfin,1981,Auseon Ave,Oakland,CA,94621,0,,3,2.0,2132,3920,1932,37.755539,-122.169807,,,http://www.zillow.com/homedetails/1981-Auseon-Ave-Oakland-CA-94621/24798489_zpid/,http://www.zillow.com/homedetails/1981-Auseon-Ave-Oakland-CA-94621/24798489_zpid/#charts-and-data,http://www.zillow.com/homes/24798489_zpid/,http://www.zillow.com/homes/comps/24798489_zpid/,24798489,387830,04/11/2016,,,0.624526263606,0,419000,01/15/2016,5.0,196
redfin,1951,Auseon Ave,Oakland,CA,94621,0,,3,2.0,1666,4017,1922,37.755293,-122.170334,,,http://www.zillow.com/homedetails/1951-Auseon-Ave-Oakland-CA-94621/24798494_zpid/,http://www.zillow.com/homedetails/1951-Auseon-Ave-Oakland-CA-94621/24798494_zpid/#charts-and-data,http://www.zillow.com/homes/24798494_zpid/,http://www.zillow.com/homes/comps/24798494_zpid/,24798494,358163,04/11/2016,,,0.647100001397,0,385000,12/22/2015,6.0,231
redfin,1949,88th Ave,Oakland,CA,94621,0,,3,1.5,1465,5227,1918,37.754147,-122.169284,,,http://www.zillow.com/homedetails/1949-88th-Ave-Oakland-CA-94621/24798539_zpid/,http://www.zillow.com/homedetails/1949-88th-Ave-Oakland-CA-94621/24798539_zpid/#charts-and-data,http://www.zillow.com/homes/24798539_zpid/,http://www.zillow.com/homes/comps/24798539_zpid/,24798539,294685,04/11/2016,,,0.715138665752,0,255000,05/29/2015,11.0,174
principal_arv,avg $/sqft,rehab_light,rehab_med,rehab_high,mao_light,mao_med,mao_high
416016,214,68040,87480,116640,233972.0,214532.0,190372.0

prop type, address #, address st, city, state, zip, dom, listing_id, beds, baths, sqfootage, lotsize, yearbuilt, latitude, longitude, redfin link, chartlink, homelink, graphlink, maplink, compslink, zpid, zestimate, lastupdated, rentestimate, lastupdated_rent, distance, # hot words, sold price, sold date, comp score, $/sqft
redfin,1601,79TH Ave,Oakland,CA,94621,171,40720432,2,1.0,973,1500,1927,37.758855,-122.179111,http://www.redfin.com/CA/Oakland/1601-79th-Ave-94621/home/577003,,http://www.zillow.com/homedetails/1601-79th-Ave-Oakland-CA-94621/24792071_zpid/,http://www.zillow.com/homedetails/1601-79th-Ave-Oakland-CA-94621/24792071_zpid/#charts-and-data,http://www.zillow.com/homes/24792071_zpid/,http://www.zillow.com/homes/comps/24792071_zpid/,24792071,251856,04/11/2016,2300,04/12/2016,0,0
redfin,1500,69th Ave,Oakland,CA,94621,0,,2,1.0,894,3115,1927,37.761205,-122.189256,,,http://www.zillow.com/homedetails/1500-69th-Ave-Oakland-CA-94621/24789654_zpid/,http://www.zillow.com/homedetails/1500-69th-Ave-Oakland-CA-94621/24789654_zpid/#charts-and-data,http://www.zillow.com/homes/24789654_zpid/,http://www.zillow.com/homes/comps/24789654_zpid/,24789654,258240,04/11/2016,,,0.577456457542,0,280000,07/23/2015,5.0,313
redfin,1526,69th Ave,Oakland,CA,94621,0,,2,1.0,1065,3115,1929,37.761447,-122.188879,,,http://www.zillow.com/homedetails/1526-69th-Ave-Oakland-CA-94621/24789658_zpid/,http://www.zillow.com/homedetails/1526-69th-Ave-Oakland-CA-94621/24789658_zpid/#charts-and-data,http://www.zillow.com/homes/24789658_zpid/,http://www.zillow.com/homes/comps/24789658_zpid/,24789658,260400,04/11/2016,,,0.562818507633,0,235000,04/17/2015,5.0,220
redfin,1544,69th Ave,Oakland,CA,94621,0,,3,1.5,1185,3115,1929,37.761629,-122.188596,,,http://www.zillow.com/homedetails/1544-69th-Ave-Oakland-CA-94621/24789661_zpid/,http://www.zillow.com/homedetails/1544-69th-Ave-Oakland-CA-94621/24789661_zpid/#charts-and-data,http://www.zillow.com/homes/24789661_zpid/,http://www.zillow.com/homes/comps/24789661_zpid/,24789661,343012,04/11/2016,,,0.552420978958,0,365000,08/25/2015,10.0,308
redfin,1740,68th Ave,Oakland,CA,94621,0,,2,1.0,1000,3800,1925,37.763732,-122.187343,,,http://www.zillow.com/homedetails/1740-68th-Ave-Oakland-CA-94621/24789709_zpid/,http://www.zillow.com/homedetails/1740-68th-Ave-Oakland-CA-94621/24789709_zpid/#charts-and-data,http://www.zillow.com/homes/24789709_zpid/,http://www.zillow.com/homes/comps/24789709_zpid/,24789709,262606,04/11/2016,,,0.561905290462,0,210000,04/22/2015,6.0,210
redfin,1714,67th Ave,Oakland,CA,94621,0,,2,1.0,762,2500,1926,37.764047,-122.188226,,,http://www.zillow.com/homedetails/1714-67th-Ave-Oakland-CA-94621/24789762_zpid/,http://www.zillow.com/homedetails/1714-67th-Ave-Oakland-CA-94621/24789762_zpid/#charts-and-data,http://www.zillow.com/homes/24789762_zpid/,http://www.zillow.com/homes/comps/24789762_zpid/,24789762,262607,04/11/2016,,,0.613661085908,0,295000,03/17/2016,5.0,387
redfin,1742,67th Ave,Oakland,CA,94621,0,,2,1.0,1054,3800,1923,37.764347,-122.18776,,,http://www.zillow.com/homedetails/1742-67th-Ave-Oakland-CA-94621/24789767_zpid/,http://www.zillow.com/homedetails/1742-67th-Ave-Oakland-CA-94621/24789767_zpid/#charts-and-data,http://www.zillow.com/homes/24789767_zpid/,http://www.zillow.com/homes/comps/24789767_zpid/,24789767,262010,04/11/2016,,,0.605955022917,0,285000,06/24/2015,6.0,270
redfin,2200,Havenscourt Blvd,Oakland,CA,94605,0,,3,1.0,1055,3998,1922,37.76456,-122.188804,,,http://www.zillow.com/homedetails/2200-Havenscourt-Blvd-Oakland-CA-94605/24789817_zpid/,http://www.zillow.com/homedetails/2200-Havenscourt-Blvd-Oakland-CA-94605/24789817_zpid/#charts-and-data,http://www.zillow.com/homes/24789817_zpid/,http://www.zillow.com/homes/comps/24789817_zpid/,24789817,371089,04/11/2016,,,0.660075774375,0,360000,07/21/2015,10.0,341
redfin,2521,Havenscourt Blvd,Oakland,CA,94605,0,,2,1.0,1124,4000,1925,37.767259,-122.185592,,,http://www.zillow.com/homedetails/2521-Havenscourt-Blvd-Oakland-CA-94605/24790099_zpid/,http://www.zillow.com/homedetails/2521-Havenscourt-Blvd-Oakland-CA-94605/24790099_zpid/#charts-and-data,http://www.zillow.com/homes/24790099_zpid/,http://www.zillow.com/homes/comps/24790099_zpid/,24790099,309554,04/11/2016,,,0.680061051364,0,220000,12/17/2015,6.0,195
redfin,2438,68th Ave,Oakland,CA,94605,0,,2,1.0,1178,3200,1925,37.765053,-122.185285,,,http://www.zillow.com/homedetails/2438-68th-Ave-Oakland-CA-94605/24790289_zpid/,http://www.zillow.com/homedetails/2438-68th-Ave-Oakland-CA-94605/24790289_zpid/#charts-and-data,http://www.zillow.com/homes/24790289_zpid/,http://www.zillow.com/homes/comps/24790289_zpid/,24790289,305746,04/11/2016,,,0.54508647032,0,282000,08/13/2015,5.0,239
redfin,1070,80th Ave,Oakland,CA,94621,0,,3,1.0,1000,2699,1926,37.754219,-122.18511,,,http://www.zillow.com/homedetails/1070-80th-Ave-Oakland-CA-94621/24796738_zpid/,http://www.zillow.com/homedetails/1070-80th-Ave-Oakland-CA-94621/24796738_zpid/#charts-and-data,http://www.zillow.com/homes/24796738_zpid/,http://www.zillow.com/homes/comps/24796738_zpid/,24796738,235328,04/11/2016,,,0.458249148646,0,240000,08/12/2015,4.0,240
redfin,1061,85th Ave,Oakland,CA,94621,0,,3,1.0,1120,4200,1950,37.751014,-122.182674,,,http://www.zillow.com/homedetails/1061-85th-Ave-Oakland-CA-94621/24797155_zpid/,http://www.zillow.com/homedetails/1061-85th-Ave-Oakland-CA-94621/24797155_zpid/#charts-and-data,http://www.zillow.com/homes/24797155_zpid/,http://www.zillow.com/homes/comps/24797155_zpid/,24797155,247296,04/11/2016,,,0.57566277078,0,227000,06/25/2015,6.0,202
redfin,1106,75th Ave,Oakland,CA,94621,0,,2,1.0,892,3800,1920,37.755828,-122.189271,,,http://www.zillow.com/homedetails/1106-75th-Ave-Oakland-CA-94621/24796054_zpid/,http://www.zillow.com/homedetails/1106-75th-Ave-Oakland-CA-94621/24796054_zpid/#charts-and-data,http://www.zillow.com/homes/24796054_zpid/,http://www.zillow.com/homes/comps/24796054_zpid/,24796054,256017,04/11/2016,,,0.593097889014,0,170000,01/25/2016,9.0,190
principal_arv,avg $/sqft,rehab_light,rehab_med,rehab_high,mao_light,mao_med,mao_high
252007,259,34055,43785,58380,149950.25,140220.25,125625.25

prop type, address #, address st, city, state, zip, dom, listing_id, beds, baths, sqfootage, lotsize, yearbuilt, latitude, longitude, redfin link, chartlink, homelink, graphlink, maplink, compslink, zpid, zestimate, lastupdated, rentestimate, lastupdated_rent, distance, # hot words, sold price, sold date, comp score, $/sqft
redfin,717,Bergedo,Oakland,CA,94603,103,40724991,3,1.0,1086,4250,1945,37.730982,-122.175007,http://www.redfin.com/CA/Oakland/717-Bergedo-Dr-94603/home/1881205,,http://www.zillow.com/homedetails/717-Bergedo-Dr-Oakland-CA-94603/24803669_zpid/,http://www.zillow.com/homedetails/717-Bergedo-Dr-Oakland-CA-94603/24803669_zpid/#charts-and-data,http://www.zillow.com/homes/24803669_zpid/,http://www.zillow.com/homes/comps/24803669_zpid/,24803669,347057,04/11/2016,2595,04/12/2016,0,0
redfin,707,Nevada St,Oakland,CA,94603,0,,2,1.0,880,5000,1943,37.737969,-122.183347,,,http://www.zillow.com/homedetails/707-Nevada-St-Oakland-CA-94603/24801119_zpid/,http://www.zillow.com/homedetails/707-Nevada-St-Oakland-CA-94603/24801119_zpid/#charts-and-data,http://www.zillow.com/homes/24801119_zpid/,http://www.zillow.com/homes/comps/24801119_zpid/,24801119,287885,04/11/2016,,,0.663876922891,0,205000,03/04/2016,10.0,232
redfin,744,S Elmhurst Ave,Oakland,CA,94603,0,,3,2.0,910,3500,2015,37.739229,-122.183795,,,http://www.zillow.com/homedetails/744-S-Elmhurst-Ave-Oakland-CA-94603/24801147_zpid/,http://www.zillow.com/homedetails/744-S-Elmhurst-Ave-Oakland-CA-94603/24801147_zpid/#charts-and-data,http://www.zillow.com/homes/24801147_zpid/,http://www.zillow.com/homes/comps/24801147_zpid/,24801147,291325,04/11/2016,,,0.74516681305,0,340000,06/29/2015,5.0,373
redfin,1115,101st Ave,Oakland,CA,94603,0,,2,1.0,1036,4171,1942,37.739876,-122.173341,,,http://www.zillow.com/homedetails/1115-101st-Ave-Oakland-CA-94603/24801671_zpid/,http://www.zillow.com/homedetails/1115-101st-Ave-Oakland-CA-94603/24801671_zpid/#charts-and-data,http://www.zillow.com/homes/24801671_zpid/,http://www.zillow.com/homes/comps/24801671_zpid/,24801671,315153,04/11/2016,,,0.621221066557,0,295000,05/08/2015,5.0,284
redfin,1005,101st Ave,Oakland,CA,94603,0,,2,1.0,857,4128,1942,37.739283,-122.174607,,,http://www.zillow.com/homedetails/1005-101st-Ave-Oakland-CA-94603/24801681_zpid/,http://www.zillow.com/homedetails/1005-101st-Ave-Oakland-CA-94603/24801681_zpid/#charts-and-data,http://www.zillow.com/homes/24801681_zpid/,http://www.zillow.com/homes/comps/24801681_zpid/,24801681,301701,04/11/2016,,,0.573958899812,0,358000,04/12/2016,3.0,417
redfin,1232,102nd Ave,Oakland,CA,94603,0,,3,1.0,1294,5357,1941,37.739458,-122.171288,,,http://www.zillow.com/homedetails/1232-102nd-Ave-Oakland-CA-94603/24801777_zpid/,http://www.zillow.com/homedetails/1232-102nd-Ave-Oakland-CA-94603/24801777_zpid/#charts-and-data,http://www.zillow.com/homes/24801777_zpid/,http://www.zillow.com/homes/comps/24801777_zpid/,24801777,308911,04/11/2016,,,0.619889576855,0,280000,02/24/2016,5.0,216
redfin,1273,104th Ave,Oakland,CA,94603,0,,3,2.0,1242,3800,1924,37.738821,-122.169845,,,http://www.zillow.com/homedetails/1273-104th-Ave-Oakland-CA-94603/24801834_zpid/,http://www.zillow.com/homedetails/1273-104th-Ave-Oakland-CA-94603/24801834_zpid/#charts-and-data,http://www.zillow.com/homes/24801834_zpid/,http://www.zillow.com/homes/comps/24801834_zpid/,24801834,387505,04/11/2016,,,0.610666890655,0,422000,10/22/2015,6.0,339
redfin,1309,105th Ave,Oakland,CA,94603,0,,2,1.0,955,3500,1939,37.738601,-122.168681,,,http://www.zillow.com/homedetails/1309-105th-Ave-Oakland-CA-94603/24801948_zpid/,http://www.zillow.com/homedetails/1309-105th-Ave-Oakland-CA-94603/24801948_zpid/#charts-and-data,http://www.zillow.com/homes/24801948_zpid/,http://www.zillow.com/homes/comps/24801948_zpid/,24801948,308770,04/11/2016,,,0.629766420092,0,300000,09/01/2015,5.0,314
redfin,1301,105th Ave,Oakland,CA,94603,0,,2,1.0,1120,3497,1940,37.738503,-122.168889,,,http://www.zillow.com/homedetails/1301-105th-Ave-Oakland-CA-94603/24801950_zpid/,http://www.zillow.com/homedetails/1301-105th-Ave-Oakland-CA-94603/24801950_zpid/#charts-and-data,http://www.zillow.com/homes/24801950_zpid/,http://www.zillow.com/homes/comps/24801950_zpid/,24801950,323624,04/11/2016,,,0.617895217869,0,275000,09/29/2015,6.0,245
principal_arv,avg $/sqft,rehab_light,rehab_med,rehab_high,mao_light,mao_med,mao_high
327972,302,38010,48870,65160,202969.0,192109.0,175819.0

prop type, address #, address st, city, state, zip, dom, listing_id, beds, baths, sqfootage, lotsize, yearbuilt, latitude, longitude, redfin link, chartlink, homelink, graphlink, maplink, compslink, zpid, zestimate, lastupdated, rentestimate, lastupdated_rent, distance, # hot words, sold price, sold date, comp score, $/sqft
redfin,8330,NEY Ave,Oakland,CA,94605,101,40725046,3,1.0,1300,4080,1927,37.763006,-122.161744,http://www.redfin.com/CA/Oakland/8330-Ney-Ave-94605/home/1987216,,http://www.zillow.com/homedetails/8330-Ney-Ave-Oakland-CA-94605/24799247_zpid/,http://www.zillow.com/homedetails/8330-Ney-Ave-Oakland-CA-94605/24799247_zpid/#charts-and-data,http://www.zillow.com/homes/24799247_zpid/,http://www.zillow.com/homes/comps/24799247_zpid/,24799247,547635,04/11/2016,2700,04/12/2016,0,0
redfin,2144,88th Ave,Oakland,CA,94621,0,,4,2.0,1020,6000,1939,37.754704,-122.166898,,,http://www.zillow.com/homedetails/2144-88th-Ave-Oakland-CA-94621/24798633_zpid/,http://www.zillow.com/homedetails/2144-88th-Ave-Oakland-CA-94621/24798633_zpid/#charts-and-data,http://www.zillow.com/homes/24798633_zpid/,http://www.zillow.com/homes/comps/24798633_zpid/,24798633,290192,04/11/2016,,,0.638977925284,0,286000,01/12/2016,13.0,280
