prop type, address #, address st, city, state, zip, dom, listing_id, beds, baths, sqfootage, lotsize, yearbuilt, latitude, longitude, redfin link, chartlink, homelink, graphlink, maplink, compslink, zpid, zestimate, lastupdated, rentestimate, lastupdated_rent, distance, # hot words, sold price, sold date, comp score, $/sqft
redfin,6237,Avenal Ave,Oakland,CA,94605,0,,4,1.0,1034,3720,1923,37.76805,-122.19004,,,http://www.zillow.com/homedetails/6237-Avenal-Ave-Oakland-CA-94605/24788498_zpid/,http://www.zillow.com/homedetails/6237-Avenal-Ave-Oakland-CA-94605/24788498_zpid/#charts-and-data,http://www.zillow.com/homes/24788498_zpid/,http://www.zillow.com/homes/comps/24788498_zpid/,24788498,361018,04/01/2016,,,0.532920510259,0,315000,11/20/2015,6.0,304
redfin,2120,Seminary Ave,Oakland,CA,94621,0,,3,1.0,783,3049,1918,37.768411,-122.194349,,,http://www.zillow.com/homedetails/2120-Seminary-Ave-Oakland-CA-94621/24788616_zpid/,http://www.zillow.com/homedetails/2120-Seminary-Ave-Oakland-CA-94621/24788616_zpid/#charts-and-data,http://www.zillow.com/homes/24788616_zpid/,http://www.zillow.com/homes/comps/24788616_zpid/,24788616,273892,04/01/2016,,,0.643460438401,0,295000,09/30/2015,6.0,376
redfin,2108,62nd Ave,Oakland,CA,94621,0,,2,1.0,860,3630,1923,37.766614,-122.193,,,http://www.zillow.com/homedetails/2108-62nd-Ave-Oakland-CA-94621/24788672_zpid/,http://www.zillow.com/homedetails/2108-62nd-Ave-Oakland-CA-94621/24788672_zpid/#charts-and-data,http://www.zillow.com/homes/24788672_zpid/,http://www.zillow.com/homes/comps/24788672_zpid/,24788672,270458,04/01/2016,,,0.499107711971,0,270000,06/15/2015,5.0,313
redfin,1624,61st Ave,Oakland,CA,94621,0,,3,2.0,1206,5002,1923,37.765464,-122.196582,,,http://www.zillow.com/homedetails/1624-61st-Ave-Oakland-CA-94621/24788854_zpid/,http://www.zillow.com/homedetails/1624-61st-Ave-Oakland-CA-94621/24788854_zpid/#charts-and-data,http://www.zillow.com/homes/24788854_zpid/,http://www.zillow.com/homes/comps/24788854_zpid/,24788854,333413,04/01/2016,,,0.573977667227,0,316000,06/04/2015,5.0,262
redfin,2123,Seminary Ave,Oakland,CA,94621,0,,2,1.0,800,3920,1924,37.768784,-122.194771,,,http://www.zillow.com/homedetails/2123-Seminary-Ave-Oakland-CA-94621/24789305_zpid/,http://www.zillow.com/homedetails/2123-Seminary-Ave-Oakland-CA-94621/24789305_zpid/#charts-and-data,http://www.zillow.com/homes/24789305_zpid/,http://www.zillow.com/homes/comps/24789305_zpid/,24789305,264961,04/01/2016,,,0.67751608555,0,267500,10/30/2015,5.0,334
redfin,5840,Seminary Ct,Oakland,CA,94605,0,,2,1.0,839,3484,1916,37.769627,-122.193415,,,http://www.zillow.com/homedetails/5840-Seminary-Ct-Oakland-CA-94605/24789355_zpid/,http://www.zillow.com/homedetails/5840-Seminary-Ct-Oakland-CA-94605/24789355_zpid/#charts-and-data,http://www.zillow.com/homes/24789355_zpid/,http://www.zillow.com/homes/comps/24789355_zpid/,24789355,311893,04/01/2016,,,0.693822902554,0,254000,05/28/2015,5.0,302
redfin,1917,65th Ave,Oakland,CA,94621,0,,2,1.0,1031,3600,1947,37.764924,-122.191629,,,http://www.zillow.com/homedetails/1917-65th-Ave-Oakland-CA-94621/24789374_zpid/,http://www.zillow.com/homedetails/1917-65th-Ave-Oakland-CA-94621/24789374_zpid/#charts-and-data,http://www.zillow.com/homes/24789374_zpid/,http://www.zillow.com/homes/comps/24789374_zpid/,24789374,278801,04/01/2016,,,0.360410492185,0,250000,09/30/2015,4.0,242
principal_arv,avg $/sqft,rehab_light,rehab_med,rehab_high,mao_light,mao_med,mao_high
285600,280,35700,45900,61200,173500.0,163300.0,148000.0

prop type, address #, address st, city, state, zip, dom, listing_id, beds, baths, sqfootage, lotsize, yearbuilt, latitude, longitude, redfin link, chartlink, homelink, graphlink, maplink, compslink, zpid, zestimate, lastupdated, rentestimate, lastupdated_rent, distance, # hot words, sold price, sold date, comp score, $/sqft
redfin,1601,79TH Ave,Oakland,CA,94621,157,40720432,2,1.0,973,1500,1927,37.758855,-122.179111,http://www.redfin.com/CA/Oakland/1601-79th-Ave-94621/home/577003,,http://www.zillow.com/homedetails/1601-79th-Ave-Oakland-CA-94621/24792071_zpid/,http://www.zillow.com/homedetails/1601-79th-Ave-Oakland-CA-94621/24792071_zpid/#charts-and-data,http://www.zillow.com/homes/24792071_zpid/,http://www.zillow.com/homes/comps/24792071_zpid/,24792071,252846,04/01/2016,2150,04/05/2016,0,3
redfin,1061,85th Ave,Oakland,CA,94621,0,,3,1.0,1120,4200,1950,37.751014,-122.182674,,,http://www.zillow.com/homedetails/1061-85th-Ave-Oakland-CA-94621/24797155_zpid/,http://www.zillow.com/homedetails/1061-85th-Ave-Oakland-CA-94621/24797155_zpid/#charts-and-data,http://www.zillow.com/homes/24797155_zpid/,http://www.zillow.com/homes/comps/24797155_zpid/,24797155,246893,04/01/2016,,,0.57566277078,0,227000,06/25/2015,6.0,202
redfin,1106,75th Ave,Oakland,CA,94621,0,,2,1.0,892,3800,1920,37.755828,-122.189271,,,http://www.zillow.com/homedetails/1106-75th-Ave-Oakland-CA-94621/24796054_zpid/,http://www.zillow.com/homedetails/1106-75th-Ave-Oakland-CA-94621/24796054_zpid/#charts-and-data,http://www.zillow.com/homes/24796054_zpid/,http://www.zillow.com/homes/comps/24796054_zpid/,24796054,254824,04/01/2016,,,0.593097889014,0,170000,01/25/2016,9.0,190
redfin,1500,69th Ave,Oakland,CA,94621,0,,2,1.0,894,3115,1927,37.761205,-122.189256,,,http://www.zillow.com/homedetails/1500-69th-Ave-Oakland-CA-94621/24789654_zpid/,http://www.zillow.com/homedetails/1500-69th-Ave-Oakland-CA-94621/24789654_zpid/#charts-and-data,http://www.zillow.com/homes/24789654_zpid/,http://www.zillow.com/homes/comps/24789654_zpid/,24789654,258505,04/01/2016,,,0.577456457542,0,280000,07/23/2015,5.0,313
redfin,1526,69th Ave,Oakland,CA,94621,0,,2,1.0,1065,3115,1929,37.761447,-122.188879,,,http://www.zillow.com/homedetails/1526-69th-Ave-Oakland-CA-94621/24789658_zpid/,http://www.zillow.com/homedetails/1526-69th-Ave-Oakland-CA-94621/24789658_zpid/#charts-and-data,http://www.zillow.com/homes/24789658_zpid/,http://www.zillow.com/homes/comps/24789658_zpid/,24789658,260021,04/01/2016,,,0.562818507633,0,235000,04/17/2015,5.0,220
redfin,1544,69th Ave,Oakland,CA,94621,0,,3,1.5,1185,3115,1929,37.761629,-122.188596,,,http://www.zillow.com/homedetails/1544-69th-Ave-Oakland-CA-94621/24789661_zpid/,http://www.zillow.com/homedetails/1544-69th-Ave-Oakland-CA-94621/24789661_zpid/#charts-and-data,http://www.zillow.com/homes/24789661_zpid/,http://www.zillow.com/homes/comps/24789661_zpid/,24789661,340197,04/01/2016,,,0.552420978958,0,365000,08/25/2015,10.0,308
redfin,1740,68th Ave,Oakland,CA,94621,0,,2,1.0,1000,3800,1925,37.763732,-122.187343,,,http://www.zillow.com/homedetails/1740-68th-Ave-Oakland-CA-94621/24789709_zpid/,http://www.zillow.com/homedetails/1740-68th-Ave-Oakland-CA-94621/24789709_zpid/#charts-and-data,http://www.zillow.com/homes/24789709_zpid/,http://www.zillow.com/homes/comps/24789709_zpid/,24789709,263368,04/01/2016,,,0.561905290462,0,210000,04/22/2015,6.0,210
redfin,1714,67th Ave,Oakland,CA,94621,0,,2,1.0,762,2500,1926,37.764047,-122.188226,,,http://www.zillow.com/homedetails/1714-67th-Ave-Oakland-CA-94621/24789762_zpid/,http://www.zillow.com/homedetails/1714-67th-Ave-Oakland-CA-94621/24789762_zpid/#charts-and-data,http://www.zillow.com/homes/24789762_zpid/,http://www.zillow.com/homes/comps/24789762_zpid/,24789762,261017,04/01/2016,,,0.613661085908,0,295000,03/17/2016,5.0,387
redfin,1742,67th Ave,Oakland,CA,94621,0,,2,1.0,1054,3800,1923,37.764347,-122.18776,,,http://www.zillow.com/homedetails/1742-67th-Ave-Oakland-CA-94621/24789767_zpid/,http://www.zillow.com/homedetails/1742-67th-Ave-Oakland-CA-94621/24789767_zpid/#charts-and-data,http://www.zillow.com/homes/24789767_zpid/,http://www.zillow.com/homes/comps/24789767_zpid/,24789767,263916,04/01/2016,,,0.605955022917,0,285000,06/24/2015,6.0,270
redfin,2200,Havenscourt Blvd,Oakland,CA,94605,0,,3,1.0,1055,3998,1922,37.76456,-122.188804,,,http://www.zillow.com/homedetails/2200-Havenscourt-Blvd-Oakland-CA-94605/24789817_zpid/,http://www.zillow.com/homedetails/2200-Havenscourt-Blvd-Oakland-CA-94605/24789817_zpid/#charts-and-data,http://www.zillow.com/homes/24789817_zpid/,http://www.zillow.com/homes/comps/24789817_zpid/,24789817,369699,04/01/2016,,,0.660075774375,0,360000,07/21/2015,10.0,341
redfin,2301,66th Ave,Oakland,CA,94605,0,,2,1.0,884,3500,1925,37.766017,-122.188899,,,http://www.zillow.com/homedetails/2301-66th-Ave-Oakland-CA-94605/24789889_zpid/,http://www.zillow.com/homedetails/2301-66th-Ave-Oakland-CA-94605/24789889_zpid/#charts-and-data,http://www.zillow.com/homes/24789889_zpid/,http://www.zillow.com/homes/comps/24789889_zpid/,24789889,280067,04/01/2016,,,0.728500485529,0,275000,11/10/2015,5.0,311
redfin,2314,65th Ave,Oakland,CA,94605,0,,3,1.0,1108,3800,1925,37.766377,-122.188888,,,http://www.zillow.com/homedetails/2314-65th-Ave-Oakland-CA-94605/24789928_zpid/,http://www.zillow.com/homedetails/2314-65th-Ave-Oakland-CA-94605/24789928_zpid/#charts-and-data,http://www.zillow.com/homes/24789928_zpid/,http://www.zillow.com/homes/comps/24789928_zpid/,24789928,368857,04/01/2016,,,0.745188082068,0,410000,12/21/2015,11.0,370
redfin,2521,Havenscourt Blvd,Oakland,CA,94605,0,,2,1.0,1124,4000,1925,37.767259,-122.185592,,,http://www.zillow.com/homedetails/2521-Havenscourt-Blvd-Oakland-CA-94605/24790099_zpid/,http://www.zillow.com/homedetails/2521-Havenscourt-Blvd-Oakland-CA-94605/24790099_zpid/#charts-and-data,http://www.zillow.com/homes/24790099_zpid/,http://www.zillow.com/homes/comps/24790099_zpid/,24790099,314675,04/01/2016,,,0.680061051364,0,220000,12/17/2015,6.0,195
principal_arv,avg $/sqft,rehab_light,rehab_med,rehab_high,mao_light,mao_med,mao_high
268548,276,34055,43785,58380,162356.0,152626.0,138031.0

prop type, address #, address st, city, state, zip, dom, listing_id, beds, baths, sqfootage, lotsize, yearbuilt, latitude, longitude, redfin link, chartlink, homelink, graphlink, maplink, compslink, zpid, zestimate, lastupdated, rentestimate, lastupdated_rent, distance, # hot words, sold price, sold date, comp score, $/sqft
redfin,1324,103RD Ave,Oakland,CA,94603,157,40720450,3,1.5,924,3301,1927,37.739628,-122.168802,http://www.redfin.com/CA/Oakland/1324-103rd-Ave-94603/home/589809,,http://www.zillow.com/homedetails/1324-103rd-Ave-Oakland-CA-94603/24801825_zpid/,http://www.zillow.com/homedetails/1324-103rd-Ave-Oakland-CA-94603/24801825_zpid/#charts-and-data,http://www.zillow.com/homes/24801825_zpid/,http://www.zillow.com/homes/comps/24801825_zpid/,24801825,341861,04/01/2016,1944,04/05/2016,0,3
redfin,1155,91st Ave,Oakland,CA,94603,0,,2,1.0,999,4067,1927,37.74756,-122.178126,,,http://www.zillow.com/homedetails/1155-91st-Ave-Oakland-CA-94603/24800374_zpid/,http://www.zillow.com/homedetails/1155-91st-Ave-Oakland-CA-94603/24800374_zpid/#charts-and-data,http://www.zillow.com/homes/24800374_zpid/,http://www.zillow.com/homes/comps/24800374_zpid/,24800374,295038,04/01/2016,,,0.748245011079,0,280000,05/27/2015,7.0,280
redfin,1255,98th Ave,Oakland,CA,94603,0,,3,1.5,1099,4090,1910,37.743513,-122.172952,,,http://www.zillow.com/homedetails/1255-98th-Ave-Oakland-CA-94603/24800471_zpid/,http://www.zillow.com/homedetails/1255-98th-Ave-Oakland-CA-94603/24800471_zpid/#charts-and-data,http://www.zillow.com/homes/24800471_zpid/,http://www.zillow.com/homes/comps/24800471_zpid/,24800471,325756,04/01/2016,,,0.351378198312,0,325000,12/22/2015,2.0,295
redfin,1211,96th Ave,Oakland,CA,94603,0,,2,1.0,950,3990,1940,37.744509,-122.174776,,,http://www.zillow.com/homedetails/1211-96th-Ave-Oakland-CA-94603/24800515_zpid/,http://www.zillow.com/homedetails/1211-96th-Ave-Oakland-CA-94603/24800515_zpid/#charts-and-data,http://www.zillow.com/homes/24800515_zpid/,http://www.zillow.com/homes/comps/24800515_zpid/,24800515,301417,04/01/2016,,,0.469331224279,0,185000,06/10/2015,12.0,194
redfin,1262,94th Ave,Oakland,CA,94603,0,,2,1.0,843,3049,1925,37.745979,-122.174579,,,http://www.zillow.com/homedetails/1262-94th-Ave-Oakland-CA-94603/24800554_zpid/,http://www.zillow.com/homedetails/1262-94th-Ave-Oakland-CA-94603/24800554_zpid/#charts-and-data,http://www.zillow.com/homes/24800554_zpid/,http://www.zillow.com/homes/comps/24800554_zpid/,24800554,233295,04/01/2016,,,0.540537462959,0,176000,01/28/2016,12.0,208
redfin,1241,94th Ave,Oakland,CA,94603,0,,3,2.0,1037,4342,1982,37.746346,-122.175153,,,http://www.zillow.com/homedetails/1241-94th-Ave-Oakland-CA-94603/24800560_zpid/,http://www.zillow.com/homedetails/1241-94th-Ave-Oakland-CA-94603/24800560_zpid/#charts-and-data,http://www.zillow.com/homes/24800560_zpid/,http://www.zillow.com/homes/comps/24800560_zpid/,24800560,313238,04/01/2016,,,0.579532784309,0,310000,10/02/2015,4.0,298
redfin,1308,94th Ave,Oakland,CA,94603,0,,3,2.0,912,6250,1920,37.746312,-122.173865,,,http://www.zillow.com/homedetails/1308-94th-Ave-Oakland-CA-94603/24800635_zpid/,http://www.zillow.com/homedetails/1308-94th-Ave-Oakland-CA-94603/24800635_zpid/#charts-and-data,http://www.zillow.com/homes/24800635_zpid/,http://www.zillow.com/homes/comps/24800635_zpid/,24800635,306724,04/01/2016,,,0.538328649199,0,270000,12/18/2015,6.0,296
principal_arv,avg $/sqft,rehab_light,rehab_med,rehab_high,mao_light,mao_med,mao_high
241164,261,32340,41580,55440,143533.0,134293.0,120433.0

prop type, address #, address st, city, state, zip, dom, listing_id, beds, baths, sqfootage, lotsize, yearbuilt, latitude, longitude, redfin link, chartlink, homelink, graphlink, maplink, compslink, zpid, zestimate, lastupdated, rentestimate, lastupdated_rent, distance, # hot words, sold price, sold date, comp score, $/sqft
redfin,5614,Scoville St,OAKLAND,CA,94621,139,ML81522256,2,1.0,887,5401,1917,37.768777,-122.198872,http://www.redfin.com/CA/Oakland/5614-Scoville-St-94621/home/571976,,http://www.zillow.com/homedetails/5614-Scoville-St-Oakland-CA-94621/24789043_zpid/,http://www.zillow.com/homedetails/5614-Scoville-St-Oakland-CA-94621/24789043_zpid/#charts-and-data,http://www.zillow.com/homes/24789043_zpid/,http://www.zillow.com/homes/comps/24789043_zpid/,24789043,401929,04/01/2016,2150,04/05/2016,0,3
redfin,1239,51st Ave,Oakland,CA,94601,0,,2,1.0,732,2744,1918,37.767985,-122.209354,,,http://www.zillow.com/homedetails/1239-51st-Ave-Oakland-CA-94601/24780438_zpid/,http://www.zillow.com/homedetails/1239-51st-Ave-Oakland-CA-94601/24780438_zpid/#charts-and-data,http://www.zillow.com/homes/24780438_zpid/,http://www.zillow.com/homes/comps/24780438_zpid/,24780438,264276,04/01/2016,,,0.575111963946,0,360000,02/25/2016,5.0,491
redfin,1325,52nd Ave,Oakland,CA,94601,0,,2,2.0,862,2875,1905,37.76798,-122.20802,,,http://www.zillow.com/homedetails/1325-52nd-Ave-Oakland-CA-94601/24780463_zpid/,http://www.zillow.com/homedetails/1325-52nd-Ave-Oakland-CA-94601/24780463_zpid/#charts-and-data,http://www.zillow.com/homes/24780463_zpid/,http://www.zillow.com/homes/comps/24780463_zpid/,24780463,258522,04/01/2016,,,0.502668087198,0,210000,09/09/2015,13.0,243
redfin,1299,54th Ave,Oakland,CA,94601,0,,2,1.0,1022,4522,1918,37.766478,-122.207025,,,http://www.zillow.com/homedetails/1299-54th-Ave-Oakland-CA-94601/24780525_zpid/,http://www.zillow.com/homedetails/1299-54th-Ave-Oakland-CA-94601/24780525_zpid/#charts-and-data,http://www.zillow.com/homes/24780525_zpid/,http://www.zillow.com/homes/comps/24780525_zpid/,24780525,318122,04/01/2016,,,0.472785584205,0,300000,05/13/2015,6.0,293
redfin,1673,51st Ave,Oakland,CA,94601,0,,3,1.0,838,2939,1925,37.771592,-122.206209,,,http://www.zillow.com/homedetails/1673-51st-Ave-Oakland-CA-94601/24780803_zpid/,http://www.zillow.com/homedetails/1673-51st-Ave-Oakland-CA-94601/24780803_zpid/#charts-and-data,http://www.zillow.com/homes/24780803_zpid/,http://www.zillow.com/homes/comps/24780803_zpid/,24780803,275021,04/01/2016,,,0.445427799594,0,302000,08/04/2015,7.0,360
redfin,1450,52nd Ave,Oakland,CA,94601,0,,2,1.0,815,3123,1921,37.769493,-122.206023,,,http://www.zillow.com/homedetails/1450-52nd-Ave-Oakland-CA-94601/24780905_zpid/,http://www.zillow.com/homedetails/1450-52nd-Ave-Oakland-CA-94601/24780905_zpid/#charts-and-data,http://www.zillow.com/homes/24780905_zpid/,http://www.zillow.com/homes/comps/24780905_zpid/,24780905,261786,04/01/2016,,,0.39368774994,0,290000,02/10/2016,7.0,355
redfin,5463,Wadean Pl,Oakland,CA,94601,0,,2,1.0,1070,3920,1918,37.769266,-122.201919,,,http://www.zillow.com/homedetails/5463-Wadean-Pl-Oakland-CA-94601/24781056_zpid/,http://www.zillow.com/homedetails/5463-Wadean-Pl-Oakland-CA-94601/24781056_zpid/#charts-and-data,http://www.zillow.com/homes/24781056_zpid/,http://www.zillow.com/homes/comps/24781056_zpid/,24781056,355481,04/01/2016,,,0.169813738968,0,380000,12/01/2015,2.0,355
redfin,4840,Ygnacio Ave,Oakland,CA,94601,0,,2,1.0,954,2652,1920,37.773679,-122.205836,,,http://www.zillow.com/homedetails/4840-Ygnacio-Ave-Oakland-CA-94601/24781087_zpid/,http://www.zillow.com/homedetails/4840-Ygnacio-Ave-Oakland-CA-94601/24781087_zpid/#charts-and-data,http://www.zillow.com/homes/24781087_zpid/,http://www.zillow.com/homes/comps/24781087_zpid/,24781087,346523,04/01/2016,,,0.50928868031,0,300000,07/29/2015,7.0,314
principal_arv,avg $/sqft,rehab_light,rehab_med,rehab_high,mao_light,mao_med,mao_high
305128,344,31045,39915,53220,192801.0,183931.0,170626.0

prop type, address #, address st, city, state, zip, dom, listing_id, beds, baths, sqfootage, lotsize, yearbuilt, latitude, longitude, redfin link, chartlink, homelink, graphlink, maplink, compslink, zpid, zestimate, lastupdated, rentestimate, lastupdated_rent, distance, # hot words, sold price, sold date, comp score, $/sqft
redfin,8330,NEY Ave,Oakland,CA,94605,87,40725046,3,1.0,1300,4080,1927,37.763006,-122.161744,http://www.redfin.com/CA/Oakland/8330-Ney-Ave-94605/home/1987216,,http://www.zillow.com/homedetails/8330-Ney-Ave-Oakland-CA-94605/24799247_zpid/,http://www.zillow.com/homedetails/8330-Ney-Ave-Oakland-CA-94605/24799247_zpid/#charts-and-data,http://www.zillow.com/homes/24799247_zpid/,http://www.zillow.com/homes/comps/24799247_zpid/,24799247,550018,04/01/2016,3000,04/05/2016,0,3
redfin,2215,89th Ave,Oakland,CA,94605,0,,2,1.0,1047,6838,1940,37.754743,-122.165987,,,http://www.zillow.com/homedetails/2215-89th-Ave-Oakland-CA-94605/24798795_zpid/,http://www.zillow.com/homedetails/2215-89th-Ave-Oakland-CA-94605/24798795_zpid/#charts-and-data,http://www.zillow.com/homes/24798795_zpid/,http://www.zillow.com/homes/comps/24798795_zpid/,24798795,254987,04/01/2016,,,0.616169485254,0,295000,02/10/2016,12.0,281
redfin,2144,88th Ave,Oakland,CA,94621,0,,4,2.0,1020,6000,1939,37.754704,-122.166898,,,http://www.zillow.com/homedetails/2144-88th-Ave-Oakland-CA-94621/24798633_zpid/,http://www.zillow.com/homedetails/2144-88th-Ave-Oakland-CA-94621/24798633_zpid/#charts-and-data,http://www.zillow.com/homes/24798633_zpid/,http://www.zillow.com/homes/comps/24798633_zpid/,24798633,287434,04/01/2016,,,0.638977925284,0,286000,01/12/2016,13.0,280
redfin,2243,89th Ave,Oakland,CA,94605,0,,3,1.5,1130,4200,1925,37.754952,-122.165535,,,http://www.zillow.com/homedetails/2243-89th-Ave-Oakland-CA-94605/24798792_zpid/,http://www.zillow.com/homedetails/2243-89th-Ave-Oakland-CA-94605/24798792_zpid/#charts-and-data,http://www.zillow.com/homes/24798792_zpid/,http://www.zillow.com/homes/comps/24798792_zpid/,24798792,291696,04/01/2016,,,0.593758469936,0,325000,08/20/2015,10.0,287
redfin,9411,Golf Links Rd,Oakland,CA,94605,0,,2,1.0,1429,9016,1940,37.755242,-122.153556,,,http://www.zillow.com/homedetails/9411-Golf-Links-Rd-Oakland-CA-94605/24800236_zpid/,http://www.zillow.com/homedetails/9411-Golf-Links-Rd-Oakland-CA-94605/24800236_zpid/#charts-and-data,http://www.zillow.com/homes/24800236_zpid/,http://www.zillow.com/homes/comps/24800236_zpid/,24800236,796549,04/01/2016,,,0.698436781451,0,805000,06/02/2015,10.0,563
principal_arv,avg $/sqft,rehab_light,rehab_med,rehab_high,mao_light,mao_med,mao_high
457600,352,45500,58500,78000,287700.0,274700.0,255200.0

prop type, address #, address st, city, state, zip, dom, listing_id, beds, baths, sqfootage, lotsize, yearbuilt, latitude, longitude, redfin link, chartlink, homelink, graphlink, maplink, compslink, zpid, zestimate, lastupdated, rentestimate, lastupdated_rent, distance, # hot words, sold price, sold date, comp score, $/sqft
redfin,1905,90TH Ave,Oakland,CA,94603,66,40726941,5,3.0,2193,9583,1910,37.752299,-122.169278,http://www.redfin.com/CA/Oakland/1905-90th-Ave-94603/home/586171,,http://www.zillow.com/homedetails/1905-90th-Ave-Oakland-CA-94603/24798600_zpid/,http://www.zillow.com/homedetails/1905-90th-Ave-Oakland-CA-94603/24798600_zpid/#charts-and-data,http://www.zillow.com/homes/24798600_zpid/,http://www.zillow.com/homes/comps/24798600_zpid/,24798600,402651,04/01/2016,3100,04/05/2016,0,3
redfin,1226,89th Ave,Oakland,CA,94621,0,,3,2.0,1680,5400,1915,37.749078,-122.177508,,,http://www.zillow.com/homedetails/1226-89th-Ave-Oakland-CA-94621/24797335_zpid/,http://www.zillow.com/homedetails/1226-89th-Ave-Oakland-CA-94621/24797335_zpid/#charts-and-data,http://www.zillow.com/homes/24797335_zpid/,http://www.zillow.com/homes/comps/24797335_zpid/,24797335,359430,04/01/2016,,,0.501675500368,0,280000,07/28/2015,10.0,166
redfin,2200,80th Ave,Oakland,CA,94605,0,,4,3.0,1666,4200,1940,37.76139,-122.171395,,,http://www.zillow.com/homedetails/2200-80th-Ave-Oakland-CA-94605/24792508_zpid/,http://www.zillow.com/homedetails/2200-80th-Ave-Oakland-CA-94605/24792508_zpid/#charts-and-data,http://www.zillow.com/homes/24792508_zpid/,http://www.zillow.com/homes/comps/24792508_zpid/,24792508,368157,04/01/2016,,,0.638683013962,0,420000,02/11/2016,5.0,252
redfin,2507,Ritchie St,Oakland,CA,94605,0,,5,2.0,1800,4356,1951,37.762324,-122.172126,,,http://www.zillow.com/homedetails/2507-Ritchie-St-Oakland-CA-94605/24792613_zpid/,http://www.zillow.com/homedetails/2507-Ritchie-St-Oakland-CA-94605/24792613_zpid/#charts-and-data,http://www.zillow.com/homes/24792613_zpid/,http://www.zillow.com/homes/comps/24792613_zpid/,24792613,371013,04/01/2016,,,0.709915661468,0,400000,10/22/2015,5.0,222
principal_arv,avg $/sqft,rehab_light,rehab_med,rehab_high,mao_light,mao_med,mao_high
467109,213,76755,98685,131580,263576.75,241646.75,208751.75

