SALE TYPE,HOME TYPE,ADDRESS,CITY,STATE,ZIP,LIST PRICE,BEDS,BATHS,LOCATION,SQFT,LOT SIZE,YEAR BUILT,PARKING SPOTS,PARKING TYPE,DAYS ON MARKET,STATUS,NEXT OPEN HOUSE DATE,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,RECENT REDUCTION DATE,ORIGINAL LIST PRICE,LAST SALE DATE,LAST SALE PRICE,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,LISTING ID,ORIGINAL SOURCE,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,IS SHORT SALE
MLS Listing,Single Family Residential,2757 RITCHIE St,Oakland,CA,94605,399999,2,1.0,E Oakland,1944,6000,1927,1,Garage,173,Active,,,,,399999,2012-05-14,145000.0,http://www.redfin.com/CA/Oakland/2757-Ritchie-St-94605/home/1888921,East Bay Regional Data (EBRD),40717753,Berkshire Hathaway Home Services California Realty,N,Y,37.764418,-122.167666,false
MLS Listing,Single Family Residential,5070 COCHRANE Ave,Oakland,CA,94618,1799000,4,4.0,Oakland,3532,6000,1993,2,Garage,172,Active,,,,2016-03-15,1999888,2003-02-20,999500.0,http://www.redfin.com/CA/Oakland/5070-Cochrane-Ave-94618/home/2040714,East Bay Regional Data (EBRD),40717844,Realty Solution,N,Y,37.839185,-122.224882,false
MLS Listing,Multi-Family (2-4 Unit),5834 walnut,Oakland,CA,94605,480000,4,2.0,Oakland,2368,2640,1910,4,Garage,170,Active,,,,2016-03-18,525000,2009-10-30,84900.0,http://www.redfin.com/CA/Oakland/5834-Walnut-St-94605/home/1761396,East Bay Regional Data (EBRD),40718065,BLUEWATER FUNDING,N,Y,37.7721658,-122.1905112,false
MLS Listing,Vacant Land,3881 Martin Luther King Jr Way,Oakland,CA,94609,899000,,,Oakland,,5643,,1,Garage,169,Active,,,,,899000,2011-07-08,140000.0,http://www.redfin.com/CA/Oakland/3881-Martin-Luther-King-Junior-Way-94609/home/17518185,East Bay Regional Data (EBRD),40718150,COLDWELL BANKER RESIDENTIAL,N,Y,37.8289,-122.268959,false
MLS Listing,Vacant Land,Shepherd Canyon Rd (Unable to map),Oakland,CA,94611,389000,,,Oakland,,16500,,1,Garage,169,Active,,,,,389000,2014-01-31,100000.0,http://www.redfin.com/CA/Oakland/Shepherd-Canyon-Rd-94611/home/611928,East Bay Regional Data (EBRD),40718157,"Broker Tech, Inc.",N,Y,,,false
MLS Listing,Vacant Land,6500 Girvin Dr,Oakland,CA,94611,129000,,,Oakland,,11666,,1,Garage,168,Active,,,,,129000,2004-11-17,80000.0,http://www.redfin.com/CA/Oakland/6500-Girvin-Dr-94611/home/22725719,East Bay Regional Data (EBRD),40718286,WELLS & BENNETT REALTORS,N,Y,37.829365,-122.193253,false
MLS Listing,Single Family Residential,2428 HAVENSCOURT Blvd,Oakland,CA,94605,290000,2,1.0,Havenscourt,1005,4000,1920,1,Garage,167,Active,,,,,290000,2010-09-01,110000.0,http://www.redfin.com/CA/Oakland/2428-Havenscourt-Blvd-94605/home/592245,East Bay Regional Data (EBRD),40718358,RE/Max Accord,N,Y,37.765969,-122.186611,false
MLS Listing,Multi-Family (2-4 Unit),9436 Olive St,OAKLAND,CA,94603,355000,3,,OAKLAND,1419,7500,1944,1,Garage,165,Active,,,,Sign in to see,,2006-06-05,500000.0,http://www.redfin.com/CA/Oakland/9436-Olive-St-94603/home/1856255,MLSListings Inc. (MLSLI),ML81518306,Realty One Group Infinity,N,Y,37.749772,-122.165344,false
MLS Listing,Single Family Residential,6228 RIDGEMONT Dr,Oakland,CA,94619,830000,4,3.0,Ridgemont,2509,8100,1987,2,Garage,162,Active,,,,2016-02-12,849000,2005-10-26,935000.0,http://www.redfin.com/CA/Oakland/6228-Ridgemont-Dr-94619/home/910044,East Bay Regional Data (EBRD),40718928,"Cassandra Waller-Mims, Brkr",N,Y,37.783509,-122.166196,true
MLS Listing,Vacant Land,4630 Penniman Ave,Oakland,CA,94619,485000,,,Maxwell Park,,15133,,1,Garage,162,Active,,,,,200000,,,http://www.redfin.com/CA/Oakland/4630-Penniman-Ave-94619/home/101671836,East Bay Regional Data (EBRD),40719021,GREEN CITY,N,Y,37.7816696,-122.1981645,false
MLS Listing,Single Family Residential,2665 76TH Ave,Oakland,CA,94605,239000,2,1.0,Oakland,1145,3500,1948,1,Garage,161,Active,,,,2015-11-17,295000,2009-02-06,74000.0,http://www.redfin.com/CA/Oakland/2665-76th-Ave-94605/home/1881984,East Bay Regional Data (EBRD),40719042,BETTER HOMES REALTY/MCARTHR,N,Y,37.766212,-122.172745,false
MLS Listing,Multi-Family (2-4 Unit),760 29th St,Oakland,CA,94609,688888,7,3.0,Oakland,1200,4200,1880,1,Garage,160,Active,,,,2015-10-29,725000,,,http://www.redfin.com/CA/Oakland/760-29th-St-94609/home/525539,East Bay Regional Data (EBRD),40719148,ERA MICHAEL JAMES CO.,N,Y,37.819331,-122.273516,false
MLS Listing,Condo/Coop,738 47th St,Oakland,CA,94609,499000,2,1.5,Nobe,909,,1924,0,,160,Active,,,,,399000,,,http://www.redfin.com/CA/Oakland/738-47th-St-94609/home/101677490,East Bay Regional Data (EBRD),40719157,"DANIEL WINKLER & ASSOCS., INC.",N,Y,37.8351747,-122.2681867,false
MLS Listing,Vacant Land,Revere Ave (Unable to map),Oakland,CA,94603,25000,,,Oakland,,9999,,1,Garage,155,Active,,,,,25000,,,http://www.redfin.com/CA/Oakland/Revere-Ave-94605/home/22690149,East Bay Regional Data (EBRD),40719773,"Rinetti & Co., REALTORS",N,Y,,,false
MLS Listing,Vacant Land,Revere Ave (Unable to map),Oakland,CA,94603,75000,,,Oakland,,32356,,1,Garage,155,Active,,,,,75000,,,http://www.redfin.com/CA/Oakland/Revere-Ave-94605/home/22697870,East Bay Regional Data (EBRD),40719774,"Rinetti & Co., REALTORS",N,Y,,,false
MLS Listing,Vacant Land,Revere Ave (Unable to map),Oakland,CA,94603,25000,,,Oakland,,12274,,1,Garage,155,Active,,,,,25000,,,http://www.redfin.com/CA/Oakland/Revere-Ave-94605/home/22690150,East Bay Regional Data (EBRD),40719778,"Rinetti & Co., REALTORS",N,Y,,,false
MLS Listing,Single Family Residential,1430 71ST Ave,Oakland,CA,94621-3102,229000,3,2.0,East Oakland,1020,4200,1949,1,Garage,155,Active,,,,,229000,2008-07-09,79000.0,http://www.redfin.com/CA/Oakland/1430-71st-Ave-94621/home/1801065,East Bay Regional Data (EBRD),40719792,Yager Realty of California,N,Y,37.760479,-122.188176,false
MLS Listing,Multi-Family (2-4 Unit),2112 51st Ave,Oakland,CA,94601,550000,5,2.0,Fairfax,2308,5670,1940,8,Garage,153,Active,,,,2016-01-27,599000,2010-10-20,112750.0,http://www.redfin.com/CA/Oakland/2112-51st-Ave-94601/home/1277171,East Bay Regional Data (EBRD),40720099,BHG MASON-MCDUFFIE REAL ESTATE,N,Y,37.77396,-122.203714,false
MLS Listing,Single Family Residential,4367 SHORT HILL Rd,Oakland,CA,94605-4646,1249000,3,2.5,Sequoyah Hills,4350,12391,2004,3,Garage,152,Active,,,,,1249000,2000-08-04,115000.0,http://www.redfin.com/CA/Oakland/4367-Short-Hill-Rd-94605/home/605377,East Bay Regional Data (EBRD),40720116,Harbor Bay Realty,N,Y,37.7652473,-122.1391942,false
MLS Listing,Single Family Residential,1601 79TH Ave,Oakland,CA,94621,200000,2,1.0,Oakland,973,1500,1927,1,Garage,150,Active,,,,,200000,1977-10-24,20000.0,http://www.redfin.com/CA/Oakland/1601-79th-Ave-94621/home/577003,East Bay Regional Data (EBRD),40720432,Lighthouse Real Estate Service,N,Y,37.7588707,-122.179111,false
MLS Listing,Single Family Residential,1324 103RD Ave,Oakland,CA,94603,365000,3,1.5,Oakland,,3300,1927,0,,150,Active,,,,,365000,1990-01-31,100000.0,http://www.redfin.com/CA/Oakland/1324-103rd-Ave-94603/home/589809,East Bay Regional Data (EBRD),40720450,Mid Valley Funding & Invest,N,Y,37.739628,-122.168802,false
MLS Listing,Single Family Residential,1372 E 26th St,Oakland,CA,94606,670000,5,3.0,Alameda County,2304,4199,1991,1,Garage,148,Active,,,,,,2008-10-09,440000.0,http://www.redfin.com/CA/Oakland/1372-E-26th-St-94606/home/1340437,Bay Area Real Estate Information Services (BAREIS),21526073,JTN Realty,N,Y,37.796743,-122.234571,false
MLS Listing,Multi-Family (2-4 Unit),3240 E 9th St,Oakland,CA,94601,600000,6,4.0,Oakland,2639,6000,1892,1,Garage,148,Active,,,,,600000,,,http://www.redfin.com/CA/Oakland/3240-E-9th-St-94601/home/2040425,East Bay Regional Data (EBRD),40720566,"JOSEPH M. TAPIA, BROKER",N,Y,37.773393,-122.227167,false
MLS Listing,Single Family Residential,2736 Bartlett St,OAKLAND,CA,94602,628000,3,1.0,OAKLAND,1080,5125,1922,3,Garage,145,Active,,,,Sign in to see,,2002-10-11,325000.0,http://www.redfin.com/CA/Oakland/2736-Bartlett-St-94602/home/539447,MLSListings Inc. (MLSLI),ML81520673,"WEM Pacific Investment, Inc.",N,Y,37.789899,-122.208369,false
MLS Listing,Vacant Land,1625 Tunnel Rd,Oakland,CA,94705,75000,,,Oakland,,8464,,1,Garage,144,Active,,,,2016-01-10,90000,,,http://www.redfin.com/CA/Oakland/1625-Tunnel-Rd-94611/home/101749694,East Bay Regional Data (EBRD),40711084,COLDWELL BANKER REAL ESTATE,N,Y,37.8561647,-122.2157401,false
MLS Listing,Vacant Land,0 Elverton Dr (Unable to map),Oakland,CA,94611,34999,,,Oakland,,7229,,1,Garage,140,Active,,,,,34999,2002-05-16,169000.0,http://www.redfin.com/CA/Oakland/Elverton-Dr-94611/home/22686818,East Bay Regional Data (EBRD),40721312,BHG MASON-MCDUFFIE REAL ESTATE,N,Y,,,false
MLS Listing,Vacant Land,11310 MONAN St,Oakland,CA,94605,228000,,,Chabot Park Est,,43995,,1,Garage,133,Active,,,,2016-02-11,288000,,,http://www.redfin.com/CA/Oakland/11310-Monan-St-94605/home/17518438,East Bay Regional Data (EBRD),40722092,BHHS Drysdale Properties,N,Y,37.747448,-122.123492,false
MLS Listing,Single Family Residential,5614 Scoville St,OAKLAND,CA,94621,395000,2,1.0,OAKLAND,887,5400,1917,0,,132,Active,,,,Sign in to see,,2004-08-09,332000.0,http://www.redfin.com/CA/Oakland/5614-Scoville-St-94621/home/571976,MLSListings Inc. (MLSLI),ML81522256,Berkshire Hathaway HomeServices DrysdaleProperties,N,Y,37.768777,-122.198872,false
MLS Listing,Vacant Land,0 Pali Ct,Oakland,CA,94611,1150000,,,Oakland,,187308,,0,,131,Active,,,,2016-02-01,1300000,,,http://www.redfin.com/CA/OAKLAND/0-Pali-Ct-94603/home/63685874,San Francisco Association of Realtors (SFARMLS),439881,Bay Sotheby's International Realty,N,Y,37.84636,-122.224612,false
MLS Listing,Single Family Residential,3362 WISCONSIN St,Oakland,CA,94602,800000,4,3.0,Upper Diamond,1720,4480,1921,1,Garage,124,Active,,,,,800000,2015-09-28,650000.0,http://www.redfin.com/CA/Oakland/3362-Wisconsin-St-94602/home/1957350,East Bay Regional Data (EBRD),40722865,KELLER WILLIAMS RLTY EAST BAY,N,Y,37.798023,-122.196325,false
MLS Listing,Single Family Residential,3884 COOLIDGE Ave,Oakland,CA,94602,641250,2,1.0,Oakland,1147,4585,1932,1,Garage,123,Active,,,,,641250,2004-09-24,550000.0,http://www.redfin.com/CA/Oakland/3884-Coolidge-Ave-94602/home/1422281,East Bay Regional Data (EBRD),40722958,Carrington Real Estate Service,N,Y,37.801789,-122.204982,false
MLS Listing,Vacant Land,7566 Altura Pl,Oakland,CA,94605,299999,,,Leona Heights,,32670,,1,Garage,123,Active,,,,,299999,,,http://www.redfin.com/CA/Oakland/7566-Altura-Pl-94605/home/22704178,East Bay Regional Data (EBRD),40722966,JDK & ASSOCIATES REALTY INC,N,Y,37.77679,-122.157144,false
MLS Listing,Vacant Land,580 105 Ave,Oakland,CA,94603,120000,,,Oakland,,3934,,1,Garage,122,Active,,,,,120000,,,http://www.redfin.com/CA/Oakland/580-105th-Ave-94603/home/102078669,East Bay Regional Data (EBRD),40723070,Pinnacle Realtors,N,Y,37.733055,-122.178311,false
MLS Listing,Single Family Residential,467 DOUGLAS Ave,Oakland,CA,94603,379000,4,2.5,Stonehurst,1529,3362,2006,1,Garage,122,Active,,,,,379000,2011-04-01,180000.0,http://www.redfin.com/CA/Oakland/467-Douglas-Ave-94603/home/17188141,East Bay Regional Data (EBRD),40723073,Mikasa Realty & Home Loans,N,Y,37.731547,-122.18202,false
MLS Listing,Multi-Family (2-4 Unit),5817 Shattuck,Oakland,CA,94609,1395000,,,Oakland,5000,11177,,10,Garage,119,Active,,,,,1395000,,,http://www.redfin.com/CA/Oakland/5817-Shattuck-Ave-94609/home/102086872,East Bay Regional Data (EBRD),40723173,COLDWELL BANKER REAL ESTATE,N,Y,37.8440702,-122.2651979,false
MLS Listing,Multi-Family (2-4 Unit),5729 Harmon,Oakland,CA,94621,400000,,,Oakland,1350,4600,1923,2,Garage,119,Active,,,,,400000,2000-02-18,110000.0,http://www.redfin.com/CA/Oakland/5729-Harmon-Ave-94621/home/572525,East Bay Regional Data (EBRD),40723186,MARCUS & MILLICHAP,N,Y,37.769105,-122.196236,false
MLS Listing,Multi-Family (2-4 Unit),9321 International Blvd,Oakland,CA,94603,460000,5,2.0,Oakland,3292,2812,,1,Garage,119,Active,,,,2016-02-25,560000,,,http://www.redfin.com/CA/Oakland/9321-International-Blvd-94603/home/102089602,East Bay Regional Data (EBRD),40723210,Bay Home Investments&Loans,N,Y,37.747368,-122.173163,false
MLS Listing,Multi-Family (2-4 Unit),5434 Holland,Oakland,CA,94601,435000,3,3.0,Oakland,1584,6150,1954,12,Garage,119,Active,,,,2016-02-26,499900,1991-12-06,150000.0,http://www.redfin.com/CA/Oakland/5434-Holland-St-94601/home/1800851,East Bay Regional Data (EBRD),40723216,Community Realty & Invest,N,Y,37.76888,-122.203793,false
MLS Listing,Single Family Residential,2808 MADERA Ave,Oakland,CA,94619,495000,3,1.0,Maxwell  Park,1063,5040,1921,1,Garage,113,Active,,,,2015-12-18,540000,,,http://www.redfin.com/CA/Oakland/2808-Madera-Ave-94619/home/560258,East Bay Regional Data (EBRD),40723381,BETTER HOMES REALTY/MCARTHR,N,Y,37.777261,-122.193922,false
MLS Listing,Single Family Residential,3538 Mangels Ave,Oakland,CA,94619,360000,2,1.0,Oakland,817,1750,1927,1,Garage,112,Active,,,,,360000,2016-02-18,370000.0,http://www.redfin.com/CA/Oakland/3538-Mangels-Ave-94619/home/1995177,San Francisco Association of Realtors (SFARMLS),440279,,N,Y,37.7907029,-122.2042226,false
MLS Listing,Single Family Residential,66th Ave (Unable to map),Oakland,CA,94621,249000,1,1.0,Eastmont,726,2500,1923,0,,108,Active,,,,,249000,,,http://www.redfin.com/CA/Oakland/66th-Ave-94621/home/39898025,East Bay Regional Data (EBRD),40723867,Keller Williams Realty,N,Y,,,false
MLS Listing,Vacant Land,6808 Charing Cross Rd (Unable to map),Oakland,CA,94603,149000,,,Oakland,,15000,,1,Garage,106,Active,,,,,149000,2008-11-18,1100000.0,http://www.redfin.com/CA/Oakland/6808-Charing-Cross-Rd-94603/home/103452445,East Bay Regional Data (EBRD),40723943,Avant Real Estate Group,N,Y,,,false
MLS Listing,Multi-Family (2-4 Unit),5807 WALNUT Ave,Oakland,CA,94605,600000,4,4.0,Oakland,2912,6320,1952,8,Garage,100,Active,,,,2016-02-20,640000,2015-08-17,475000.0,http://www.redfin.com/CA/Oakland/5807-Walnut-St-94605/home/1831602,East Bay Regional Data (EBRD),40724351,"HOWARD KEES, BROKER",N,Y,37.772198,-122.191321,false
MLS Listing,Single Family Residential,8715 THERMAL St,Oakland,CA,94605,515000,3,3.0,Toler Heights,1724,5000,1963,2,Garage,98,Active,,,,,515000,2004-11-17,532000.0,http://www.redfin.com/CA/Oakland/8715-Thermal-St-94605/home/584608,East Bay Regional Data (EBRD),40724475,ALAIN PINEL REALTORS,N,Y,37.757928,-122.161361,true
MLS Listing,Condo/Coop,Undisclosed,Oakland,CA,94607,525000,1,2.0,Downtown,1200,,2003,1,Garage,97,Active,,,,,525000,2011-01-11,104000.0,http://www.redfin.com/CA/Oakland/Undisclosed-address-94607/home/12347712,East Bay Regional Data (EBRD),40724497,Alliance Realty,N,Y,,,false
MLS Listing,Single Family Residential,526 Douglas Ave,Oakland,CA,94603,275000,2,1.0,Oakland,,2475,1955,1,Garage,97,Active,,,,,275000,2004-12-16,310000.0,http://www.redfin.com/CA/Oakland/526-Douglas-Ave-94603/home/590745,East Bay Regional Data (EBRD),40724506,INFINITY INVESTMENTS,N,Y,37.732653,-122.181516,false
MLS Listing,Vacant Land,2001 46th Ave,Oakland,CA,94601,125000,,,Oakland,,1900,,1,Garage,97,Active,,,,2016-01-26,150000,2004-03-09,239500.0,http://www.redfin.com/CA/Oakland/2001-46th-Ave-94601/home/2000497,East Bay Regional Data (EBRD),40724525,BETTER HOMES REALTY/MCARTHR,N,Y,37.774886,-122.2090412,false
MLS Listing,Vacant Land,952 91st,Oakland,CA,94603,115000,,,Oakland,,5164,,1,Garage,92,Active,,,,,115000,,,http://www.redfin.com/CA/Oakland/952-91st-Ave-94603/home/12116971,East Bay Regional Data (EBRD),40724705,SoRealty,N,Y,37.7457771,-122.1812583,false
MLS Listing,Vacant Land,956 91,Oakland,CA,94603,115000,,,Oakland,,5164,,1,Garage,92,Active,,,,,115000,2006-03-27,639000.0,http://www.redfin.com/CA/Oakland/956-91st-Ave-94603/home/12115941,East Bay Regional Data (EBRD),40724707,SoRealty,N,Y,37.7458338,-122.1811476,false
MLS Listing,Single Family Residential,2450 68th Ave,Oakland,CA,94605,469900,3,1.5,Oakland,1930,5000,1923,2,,91,Active,,,,,469900,2001-02-22,90000.0,http://www.redfin.com/CA/Oakland/2450-68th-Ave-94605/home/1563912,California Real Estate Technology Services (CARETS),IG15265586,Moreno Beach Investments,N,Y,37.765177,-122.185092,false
MLS Listing,Single Family Residential,674 43RD St,Oakland,CA,94609,599000,5,2.0,Nobe,2468,5000,1910,0,,89,Active,,,,,599000,,,http://www.redfin.com/CA/Oakland/674-43rd-St-94609/home/528266,East Bay Regional Data (EBRD),40724821,Keller Williams Realty,N,Y,37.832495,-122.268375,false
MLS Listing,Single Family Residential,1027 Rispin Dr,Oakland,CA,94705,1590000,5,5.5,Claremont Hills,3427,6732,2008,2,Garage,80,Active,,,,,1590000,,,http://www.redfin.com/CA/Berkeley/1027-Rispin-Dr-94705/home/22648168,East Bay Regional Data (EBRD),40725043,ANNE BRUFF & ASSOCIATES,N,Y,37.863334,-122.234574,false
MLS Listing,Single Family Residential,8330 NEY Ave,Oakland,CA,94605,499000,4,2.0,East Oakl Hills,1300,4080,1927,2,Garage,80,Active,,,,2016-03-07,539000,,,http://www.redfin.com/CA/Oakland/8330-Ney-Ave-94605/home/1987216,East Bay Regional Data (EBRD),40725046,PARADIGM INVESTMENTS,N,Y,37.7629899,-122.1617629,false
MLS Listing,Single Family Residential,13541 Campus Dr,Oakland,CA,94605,2209041,4,4.5,Oakland Hills,3597,16278,2015,3,Garage,79,Active,,,,,2209041,,,http://www.redfin.com/CA/Oakland/13541-Campus-Dr-94619/home/22671266,East Bay Regional Data (EBRD),40725098,Bair Properties,N,Y,37.7820522,-122.1579108,false
New Construction Plan,Multi-Family (2-4 Unit),The Elm,Oakland,CA,94605,791900,4,3.0,Jade at Monte Vista Villas,2513,,,2,Garage,77,Active,,,,,791900,,,http://www.redfin.com/CA/Oakland/Jade-at-Monte-Vista-Villas/The-Elm/home/102442493,Builder Digital eXperience (BDX),Plan-1021195,NewHomeSource.com,N,Y,37.779137,-122.163908,false
New Construction Plan,Multi-Family (2-4 Unit),The Caper,Oakland,CA,94605,788900,4,2.0,Jade at Monte Vista Villas,2415,,,2,Garage,77,Active,,,,,788900,,,http://www.redfin.com/CA/Oakland/Jade-at-Monte-Vista-Villas/The-Caper/home/102442497,Builder Digital eXperience (BDX),Plan-1021193,NewHomeSource.com,N,Y,37.779137,-122.163908,false
MLS Listing,Multi-Family (2-4 Unit),7878 NEY Ave,Oakland,CA,94605-3310,689000,10,5.0,Oakland,4010,13500,1941,8,Garage,76,Active,,,,,689000,2003-05-13,554000.0,http://www.redfin.com/CA/Oakland/7878-Ney-Ave-94605/home/1728116,East Bay Regional Data (EBRD),40725295,BAY SOTHEBYS INT'L REALTY,N,Y,37.766503,-122.165606,true
MLS Listing,Multi-Family (2-4 Unit),6928 FRESNO St,Oakland,CA,94605-2314,599000,9,4.0,Oakland,3820,5800,1954,8,Garage,76,Active,,,,,599000,2002-10-23,520000.0,http://www.redfin.com/CA/Oakland/6928-Fresno-St-94605/home/1902893,East Bay Regional Data (EBRD),40725301,BAY SOTHEBYS INT'L REALTY,N,Y,37.766109,-122.180806,true
New Construction Home,Townhouse,6499 Bayview Dr,Oakland,CA,94605,788900,4,2.5,Jade at Monte Vista Villas,2415,,2016,2,Garage,76,Active,,,,,788900,,,http://www.redfin.com/CA/Oakland/6499-Bayview-Dr-94605/home/22656398,NewHomeFeed,127501,NewHomeFeed,N,Y,37.778777,-122.162061,false
MLS Listing,Condo/Coop,3605 Majestic Ave,Oakland,CA,94695,360000,3,2.5,Alameda,1363,6235,1999,1,Garage,76,Active,,,,2016-02-04,400000,2005-10-07,450000.0,http://www.redfin.com/CA/Oakland/3605-Majestic-Ave-94605/home/1871916,East Bay Regional Data (EBRD),40725313,916 Properties Inc.,N,Y,37.7792583,-122.1797648,true
MLS Listing,Single Family Residential,2490 BURLINGTON St,Oakland,CA,94602,999900,4,2.5,Lincoln Heights,2819,5200,1950,2,Garage,75,Active,,,,,999000,2006-05-10,975000.0,http://www.redfin.com/CA/Oakland/2490-Burlington-St-94602/home/1495809,East Bay Regional Data (EBRD),40725443,CARRINGTON RE SERVICES (CA),N,Y,37.80609,-122.204998,false
MLS Listing,Vacant Land,0 Tunnel (Unable to map),Oakland,CA,94618,85000,,,Oakland,,9971,,1,Garage,70,Active,,,,,85000,,,http://www.redfin.com/CA/Oakland/Tunnel-Rd-94618/home/17519385,East Bay Regional Data (EBRD),40725885,Intero Real Estate Services,N,Y,,,false
MLS Listing,Vacant Land,4737 Redding St,Oakland,CA,94619,200000,,,Oakland,,7256,,1,Garage,70,Active,,,,,200000,2003-09-23,87000.0,http://www.redfin.com/CA/Oakland/4737-Redding-St-94619/home/22721650,East Bay Regional Data (EBRD),40725886,"Celestial Investment, Inc.",N,Y,37.783442,-122.1906,false
MLS Listing,Vacant Land,0 Redding,Oakland,CA,94619,175000,,,Oakland,,4600,,1,Garage,69,Active,,,,,175000,,,http://www.redfin.com/CA/Oakland/0-Redding-Pl-94619/home/64123809,East Bay Regional Data (EBRD),40725966,ANTHONY ASSOCIATES,N,Y,37.7842927,-122.1928945,false
MLS Listing,Single Family Residential,9631 E St,Oakland,CA,94603-2334,299000,3,1.0,Oakland,,352,1905,0,,68,Active,,,,,299000,2010-08-11,69900.0,http://www.redfin.com/CA/Oakland/9631-E-St-94603/home/1946433,East Bay Regional Data (EBRD),40726132,Century 21 M&M & Assoc.,N,Y,37.742509,-122.177706,false
MLS Listing,Single Family Residential,362 BURLWOOD Ave,Oakland,CA,94603,229000,3,1.0,Brookfield,1005,4056,1942,0,,67,Active,,,,,229000,1983-09-30,45500.0,http://www.redfin.com/CA/Oakland/362-Burlwood-Ave-94603/home/1607990,East Bay Regional Data (EBRD),40726210,Century 21 M&M & Assoc.,N,Y,37.734185,-122.187022,false
MLS Listing,Single Family Residential,6054 Mazuela Dr,Oakland,CA,94611,2295000,5,4.5,Montclair Hills,4573,17506,1998,3,Garage,67,Active,,,,2016-03-02,2395000,2015-01-21,1400000.0,http://www.redfin.com/CA/Oakland/6054-Mazuela-Dr-94611/home/620562,East Bay Regional Data (EBRD),40726255,Pacific Union International,N,Y,37.834567,-122.207526,false
MLS Listing,Townhouse,8787 MOUNTAIN Blvd #8,Oakland,CA,94605,372000,2,2.0,Oak Knoll,1140,,1982,1,Garage,65,Active,,,,,372000,1999-01-29,138000.0,http://www.redfin.com/CA/Oakland/8787-Mountain-Blvd-94605/unit-8/home/835993,East Bay Regional Data (EBRD),40726344,RE/MAX ACCORD,N,Y,37.764006,-122.149865,false
MLS Listing,Multi-Family (2-4 Unit),770 55th St,Oakland,CA,94609,430000,,,Oakland,1601,2550,1939,1,Garage,65,Active,,,,,430000,,,http://www.redfin.com/CA/Oakland/770-55th-St-94609/home/40291139,East Bay Regional Data (EBRD),40726369,"SAMUEL G GBILIA, BROKER",N,Y,37.840043,-122.2691538,false
MLS Listing,Multi-Family (2-4 Unit),685 35th St,Oakland,CA,94609,825000,6,2.0,Oakland,2557,4000,1904,0,,,Active,,,,,,,,http://www.redfin.com/CA/Oakland/685-35th-St-94609/home/102926704,"MetroList Services, Inc",16003191,James Anderson,N,Y,37.8244376,-122.271164,false
MLS Listing,Vacant Land,2011 MacArthur,Oakland,CA,94602,729000,,,Diamond District,,19805,,1,Garage,62,Active,,,,2016-02-24,760000,,,http://www.redfin.com/CA/Oakland/2011-MacArthur-Blvd-94602/home/102926902,East Bay Regional Data (EBRD),40726563,ANNE BRUFF & ASSOCIATES,N,Y,37.80082,-122.2181692,false
MLS Listing,Vacant Land,2950 Cumberland Way,OAKLAND,CA,94605,699000,,,OAKLAND,,32521,,0,,62,Active,,,,Sign in to see,,1993-10-05,300000.0,http://www.redfin.com/CA/Oakland/2950-Cumberland-Way-94605/home/22713633,MLSListings Inc. (MLSLI),ML81547677,Today Sothebys International Realty,N,Y,37.767154,-122.165141,false
MLS Listing,Single Family Residential,1708 55th Ave,Oakland,CA,94621,399000,3,2.0,Oakland,1500,3978,1912,0,,62,Active,,,,,399000,2008-04-24,260000.0,http://www.redfin.com/CA/Oakland/1708-55th-Ave-94621/home/1628729,East Bay Regional Data (EBRD),40726576,COLDWELL BANKER RESIDENTIAL,N,Y,37.769134,-122.200351,false
MLS Listing,Single Family Residential,4541 THOMPSON St,Oakland,CA,94601,299000,2,1.0,Alameda County,948,2280,1906,1,Garage,62,Active,,,,,299000,2002-05-03,62500.0,http://www.redfin.com/CA/Oakland/4541-Thompson-St-94601/home/1670906,East Bay Regional Data (EBRD),40726618,FORMALITY REAL ESTATE,N,Y,37.7766108,-122.2067374,false
MLS Listing,Multi-Family (2-4 Unit),827 51 st Ave,Oakland,CA,94601-1211,650000,,,Oakland,3075,7500,1912,10,Garage,62,Active,,,,,650000,,,http://www.redfin.com/CA/Oakland/827-51st-Ave-94601/home/1563947,East Bay Regional Data (EBRD),40726624,Quality Real Estate Service,N,Y,37.765809,-122.211845,false
MLS Listing,Single Family Residential,Undisclosed,Oakland,CA,94601,499000,4,2.0,Oakland,,4240,1910,1,Garage,62,Active,,,,,499000,,,http://www.redfin.com/CA/Oakland/Undisclosed-address-94601/home/537972,East Bay Regional Data (EBRD),40726641,Quality Real Estate Service,N,Y,,,false
MLS Listing,Vacant Land,0 Leona Dr (Unable to map),Oakland,CA,94608,110000,,,Oakland,,13430,,1,Garage,61,Active,,,,2016-03-18,165000,,,http://www.redfin.com/CA/Oakland/Leona-Dr-94605/home/22702292,East Bay Regional Data (EBRD),40726706,BAY SOTHEBY'S INTL REALTY,N,Y,,,false
MLS Listing,Single Family Residential,2411 Chestnut St,OAKLAND,CA,94607,688000,2,1.0,OAKLAND,2000,1999,1950,0,,61,Active,,,,Sign in to see,,,,http://www.redfin.com/CA/Oakland/2411-Chestnut-St-94607/home/103031000,MLSListings Inc. (MLSLI),ML81547835,CSR Real Estate Services,N,Y,37.8172562,-122.2823971,false
