prop type, address #, address st, city, state, zip, dom, listing_id, beds, baths, sqfootage, lotsize, yearbuilt, latitude, longitude, redfin link, chartlink, homelink, graphlink, maplink, compslink, zpid, zestimate, lastupdated, rentestimate, lastupdated_rent, distance, # hot words, sold price, sold date, comp score, $/sqft
redfin,4217,Balfour Ave,Oakland,CA,94610,538,14-798721,3,1.0,1950,3349,1924,37.81412,-122.232762,http://www.redfin.com/CA/Oakland/4217-Balfour-Ave-94610/home/1361820,,http://www.zillow.com/homedetails/4217-Balfour-Ave-Oakland-CA-94610/24746265_zpid/,http://www.zillow.com/homedetails/4217-Balfour-Ave-Oakland-CA-94610/24746265_zpid/#charts-and-data,http://www.zillow.com/homes/24746265_zpid/,http://www.zillow.com/homes/comps/24746265_zpid/,24746265,1303278,03/22/2016,4500,03/23/2016,0,3
redfin,972,Grosvenor Pl,Oakland,CA,94610,,,3,3.0,2149,5184,1925,37.808402,-122.230413,,,http://www.zillow.com/homedetails/972-Grosvenor-Pl-Oakland-CA-94610/24747482_zpid/,http://www.zillow.com/homedetails/972-Grosvenor-Pl-Oakland-CA-94610/24747482_zpid/#charts-and-data,http://www.zillow.com/homes/24747482_zpid/,http://www.zillow.com/homes/comps/24747482_zpid/,24747482,1288703,03/22/2016,,,0.415361493162,0,1276000,12/29/2015,4.0,593
redfin,1060,Warfield Ave,Oakland,CA,94610,,,3,2.0,1991,7975,1923,37.817007,-122.239971,,,http://www.zillow.com/homedetails/1060-Warfield-Ave-Oakland-CA-94610/24745932_zpid/,http://www.zillow.com/homedetails/1060-Warfield-Ave-Oakland-CA-94610/24745932_zpid/#charts-and-data,http://www.zillow.com/homes/24745932_zpid/,http://www.zillow.com/homes/comps/24745932_zpid/,24745932,1225321,03/22/2016,,,0.441159364389,0,1260000,11/13/2015,5.0,632
redfin,1080,Warfield Ave,Oakland,CA,94610,,,4,2.0,2114,5670,1924,37.817387,-122.239472,,,http://www.zillow.com/homedetails/1080-Warfield-Ave-Oakland-CA-94610/24745936_zpid/,http://www.zillow.com/homedetails/1080-Warfield-Ave-Oakland-CA-94610/24745936_zpid/#charts-and-data,http://www.zillow.com/homes/24745936_zpid/,http://www.zillow.com/homes/comps/24745936_zpid/,24745936,1278718,03/22/2016,,,0.430222986119,0,1410000,02/23/2016,5.0,666
redfin,3908,Lakeshore Ave,Oakland,CA,94610,,,4,2.0,2185,4928,1918,37.815414,-122.237223,,,http://www.zillow.com/homedetails/3908-Lakeshore-Ave-Oakland-CA-94610/24746126_zpid/,http://www.zillow.com/homedetails/3908-Lakeshore-Ave-Oakland-CA-94610/24746126_zpid/#charts-and-data,http://www.zillow.com/homes/24746126_zpid/,http://www.zillow.com/homes/comps/24746126_zpid/,24746126,1424714,03/22/2016,,,0.259391866537,0,1380000,10/25/2015,4.0,631
redfin,698,Santa Ray Ave,Oakland,CA,94610,,,3,1.5,1783,6950,1926,37.811584,-122.236967,,,http://www.zillow.com/homedetails/698-Santa-Ray-Ave-Oakland-CA-94610/24746468_zpid/,http://www.zillow.com/homedetails/698-Santa-Ray-Ave-Oakland-CA-94610/24746468_zpid/#charts-and-data,http://www.zillow.com/homes/24746468_zpid/,http://www.zillow.com/homes/comps/24746468_zpid/,24746468,1366030,03/22/2016,,,0.288766040427,0,777500,01/12/2016,10.0,436
principal_arv,avg $/sqft,rehab_light,rehab_med,rehab_high,mao_light,mao_med,mao_high
1152450,591,68250,87750,117000,781087.5,761587.5,732337.5

prop type, address #, address st, city, state, zip, dom, listing_id, beds, baths, sqfootage, lotsize, yearbuilt, latitude, longitude, redfin link, chartlink, homelink, graphlink, maplink, compslink, zpid, zestimate, lastupdated, rentestimate, lastupdated_rent, distance, # hot words, sold price, sold date, comp score, $/sqft
redfin,1372,E 26th St,Oakland,CA,94606,149,21526073,5,3.0,2304,4356,1991,37.796743,-122.234571,http://www.redfin.com/CA/Oakland/1372-E-26th-St-94606/home/1340437,,http://www.zillow.com/homedetails/1372-E-26th-St-Oakland-CA-94606/24761923_zpid/,http://www.zillow.com/homedetails/1372-E-26th-St-Oakland-CA-94606/24761923_zpid/#charts-and-data,http://www.zillow.com/homes/24761923_zpid/,http://www.zillow.com/homes/comps/24761923_zpid/,24761923,601211,03/22/2016,2800,03/23/2016,0,3
redfin,2612,9th Ave,Oakland,CA,94606,,,4,2.0,1980,6098,1924,37.800506,-122.239166,,,http://www.zillow.com/homedetails/2612-9th-Ave-Oakland-CA-94606/24761545_zpid/,http://www.zillow.com/homedetails/2612-9th-Ave-Oakland-CA-94606/24761545_zpid/#charts-and-data,http://www.zillow.com/homes/24761545_zpid/,http://www.zillow.com/homes/comps/24761545_zpid/,24761545,557080,03/22/2016,,,0.361292617431,0,470000,02/29/2016,6.0,237
redfin,2112,12th Ave,Oakland,CA,94606,,,3,2.0,2179,6000,1907,37.795279,-122.240925,,,http://www.zillow.com/homedetails/2112-12th-Ave-Oakland-CA-94606/24760195_zpid/,http://www.zillow.com/homedetails/2112-12th-Ave-Oakland-CA-94606/24760195_zpid/#charts-and-data,http://www.zillow.com/homes/24760195_zpid/,http://www.zillow.com/homes/comps/24760195_zpid/,24760195,752783,03/22/2016,,,0.361357353386,0,950000,02/10/2016,10.0,435
redfin,2535,10th Ave,Oakland,CA,94606,,,3,2.0,2159,9000,1912,37.799994,-122.239109,,,http://www.zillow.com/homedetails/2535-10th-Ave-Oakland-CA-94606/24761539_zpid/,http://www.zillow.com/homedetails/2535-10th-Ave-Oakland-CA-94606/24761539_zpid/#charts-and-data,http://www.zillow.com/homes/24761539_zpid/,http://www.zillow.com/homes/comps/24761539_zpid/,24761539,1128229,03/22/2016,,,0.334420908478,0,1100000,10/01/2015,12.0,509
principal_arv,avg $/sqft,rehab_light,rehab_med,rehab_high,mao_light,mao_med,mao_high
905472,393,80640,103680,138240,583464.0,560424.0,525864.0

prop type, address #, address st, city, state, zip, dom, listing_id, beds, baths, sqfootage, lotsize, yearbuilt, latitude, longitude, redfin link, chartlink, homelink, graphlink, maplink, compslink, zpid, zestimate, lastupdated, rentestimate, lastupdated_rent, distance, # hot words, sold price, sold date, comp score, $/sqft
redfin,3538,Mangels Ave,Oakland,CA,94619,113,440279,2,1.0,817,1750,1927,37.79065,-122.204177,http://www.redfin.com/CA/Oakland/3538-Mangels-Ave-94619/home/1995177,,http://www.zillow.com/homedetails/3538-Mangels-Ave-Oakland-CA-94619/24776916_zpid/,http://www.zillow.com/homedetails/3538-Mangels-Ave-Oakland-CA-94619/24776916_zpid/#charts-and-data,http://www.zillow.com/homes/24776916_zpid/,http://www.zillow.com/homes/comps/24776916_zpid/,24776916,375234,03/22/2016,2300,03/23/2016,0,3
