prop type, address #, address st, city, state, zip, dom, listing_id, beds, baths, sqfootage, lotsize, yearbuilt, latitude, longitude, redfin link, chartlink, homelink, graphlink, maplink, compslink, zpid, zestimate, lastupdated, rentestimate, lastupdated_rent, distance, # hot words, sold price, sold date, comp score, $/sqft
principal_arv,avg $/sqft,rehab_light,rehab_med,rehab_high,mao_light,mao_med,mao_high
445524,411,37940,48780,65040,286203.0,275363.0,259103.0

prop type, address #, address st, city, state, zip, dom, listing_id, beds, baths, sqfootage, lotsize, yearbuilt, latitude, longitude, redfin link, chartlink, homelink, graphlink, maplink, compslink, zpid, zestimate, lastupdated, rentestimate, lastupdated_rent, distance, # hot words, sold price, sold date, comp score, $/sqft
redfin,2314,MYRTLE St,Oakland,CA,94607,50,40728328,4,2.0,1519,3123,1909,37.815632,-122.279049,http://www.redfin.com/CA/Oakland/2314-Myrtle-St-94607/home/676302,,http://www.zillow.com/homedetails/2314-Myrtle-St-Oakland-CA-94607/24739720_zpid/,http://www.zillow.com/homedetails/2314-Myrtle-St-Oakland-CA-94607/24739720_zpid/#charts-and-data,http://www.zillow.com/homes/24739720_zpid/,http://www.zillow.com/homes/comps/24739720_zpid/,24739720,400934,04/01/2016,2695,04/01/2016,0,3
redfin,836,E 20th St,Oakland,CA,94606,,,3,1.0,1327,3500,1895,37.812032,-122.277709,,,http://www.zillow.com/homedetails/836-E-20th-St-Oakland-CA-94606/24738533_zpid/,http://www.zillow.com/homedetails/836-E-20th-St-Oakland-CA-94606/24738533_zpid/#charts-and-data,http://www.zillow.com/homes/24738533_zpid/,http://www.zillow.com/homes/comps/24738533_zpid/,24738533,557763,04/01/2016,,,0.259266655799,0,518000,01/27/2016,6.0,390
redfin,1116,16th St,Oakland,CA,94607,,,3,2.0,1520,5579,1980,37.811171,-122.285025,,,http://www.zillow.com/homedetails/1116-16th-St-Oakland-CA-94607/24739494_zpid/,http://www.zillow.com/homedetails/1116-16th-St-Oakland-CA-94607/24739494_zpid/#charts-and-data,http://www.zillow.com/homes/24739494_zpid/,http://www.zillow.com/homes/comps/24739494_zpid/,24739494,554546,04/01/2016,,,0.448783527628,0,535000,10/27/2015,7.0,351
redfin,2914,Chestnut St,Oakland,CA,94608,,,3,2.0,1298,4356,1905,37.821054,-122.280461,,,http://www.zillow.com/homedetails/2914-Chestnut-St-Oakland-CA-94608/24739916_zpid/,http://www.zillow.com/homedetails/2914-Chestnut-St-Oakland-CA-94608/24739916_zpid/#charts-and-data,http://www.zillow.com/homes/24739916_zpid/,http://www.zillow.com/homes/comps/24739916_zpid/,24739916,684123,04/01/2016,,,0.382468416511,0,675000,10/15/2015,9.0,520
principal_arv,avg $/sqft,rehab_light,rehab_med,rehab_high,mao_light,mao_med,mao_high
637980,420,53165,68355,91140,410320.0,395130.0,372345.0

prop type, address #, address st, city, state, zip, dom, listing_id, beds, baths, sqfootage, lotsize, yearbuilt, latitude, longitude, redfin link, chartlink, homelink, graphlink, maplink, compslink, zpid, zestimate, lastupdated, rentestimate, lastupdated_rent, distance, # hot words, sold price, sold date, comp score, $/sqft
redfin,9043,Broadway Ter,Oakland,CA,94611,48,441946,4,3.5,3444,5071,2008,37.841775,-122.217286,http://www.redfin.com/CA/Oakland/9043-Broadway-Ter-94611/home/17186955,,http://www.zillow.com/homedetails/9043-Broadway-Ter-Oakland-CA-94611/94686373_zpid/,http://www.zillow.com/homedetails/9043-Broadway-Ter-Oakland-CA-94611/94686373_zpid/#charts-and-data,http://www.zillow.com/homes/94686373_zpid/,http://www.zillow.com/homes/comps/94686373_zpid/,94686373,1320490,04/01/2016,5750,04/01/2016,0,3
redfin,6238,Swainland Rd,Oakland,CA,94611,,,4,3.0,2970,9000,1992,37.843373,-122.217095,,,http://www.zillow.com/homedetails/6238-Swainland-Rd-Oakland-CA-94611/24818080_zpid/,http://www.zillow.com/homedetails/6238-Swainland-Rd-Oakland-CA-94611/24818080_zpid/#charts-and-data,http://www.zillow.com/homes/24818080_zpid/,http://www.zillow.com/homes/comps/24818080_zpid/,24818080,1313085,04/01/2016,,,0.110901663809,0,1379000,02/03/2016,2.0,464
redfin,1036,Aquarius Way,Oakland,CA,94611,,,5,4.0,3353,6534,1998,37.840884,-122.21859,,,http://www.zillow.com/homedetails/1036-Aquarius-Way-Oakland-CA-94611/24818149_zpid/,http://www.zillow.com/homedetails/1036-Aquarius-Way-Oakland-CA-94611/24818149_zpid/#charts-and-data,http://www.zillow.com/homes/24818149_zpid/,http://www.zillow.com/homes/comps/24818149_zpid/,24818149,1479321,04/01/2016,,,0.0940870400197,0,1450000,12/04/2015,2.0,432
redfin,1028,Aquarius Way,Oakland,CA,94611,,,5,3.5,3051,6969,1997,37.841017,-122.218686,,,http://www.zillow.com/homedetails/1028-Aquarius-Way-Oakland-CA-94611/24818150_zpid/,http://www.zillow.com/homedetails/1028-Aquarius-Way-Oakland-CA-94611/24818150_zpid/#charts-and-data,http://www.zillow.com/homes/24818150_zpid/,http://www.zillow.com/homes/comps/24818150_zpid/,24818150,1461754,04/01/2016,,,0.0926185981304,0,1400000,12/29/2015,2.0,458
redfin,12006,Broadway Ter,Oakland,CA,94611,,,4,4.0,3760,5662,1993,37.841095,-122.215531,,,http://www.zillow.com/homedetails/12006-Broadway-Ter-Oakland-CA-94611/24818573_zpid/,http://www.zillow.com/homedetails/12006-Broadway-Ter-Oakland-CA-94611/24818573_zpid/#charts-and-data,http://www.zillow.com/homes/24818573_zpid/,http://www.zillow.com/homes/comps/24818573_zpid/,24818573,1234564,04/01/2016,,,0.106664318507,0,1200000,03/01/2016,2.0,319
redfin,5964,Merriewood Dr,Oakland,CA,94611,,,4,3.5,3434,5700,1989,37.840006,-122.211981,,,http://www.zillow.com/homedetails/5964-Merriewood-Dr-Oakland-CA-94611/24818907_zpid/,http://www.zillow.com/homedetails/5964-Merriewood-Dr-Oakland-CA-94611/24818907_zpid/#charts-and-data,http://www.zillow.com/homes/24818907_zpid/,http://www.zillow.com/homes/comps/24818907_zpid/,24818907,1144419,04/01/2016,,,0.314209664841,0,970500,11/03/2015,5.0,282
principal_arv,avg $/sqft,rehab_light,rehab_med,rehab_high,mao_light,mao_med,mao_high
1346604,391,120540,154980,206640,874413.0,839973.0,788313.0

prop type, address #, address st, city, state, zip, dom, listing_id, beds, baths, sqfootage, lotsize, yearbuilt, latitude, longitude, redfin link, chartlink, homelink, graphlink, maplink, compslink, zpid, zestimate, lastupdated, rentestimate, lastupdated_rent, distance, # hot words, sold price, sold date, comp score, $/sqft
redfin,728,30TH St,Oakland,CA,94609,42,40729117,5,2.0,2106,5318,1914,37.820214,-122.272761,http://www.redfin.com/CA/Oakland/728-30th-St-94609/home/525563,,http://www.zillow.com/homedetails/728-30th-St-Oakland-CA-94609/24741618_zpid/,http://www.zillow.com/homedetails/728-30th-St-Oakland-CA-94609/24741618_zpid/#charts-and-data,http://www.zillow.com/homes/24741618_zpid/,http://www.zillow.com/homes/comps/24741618_zpid/,24741618,800975,04/01/2016,3295,04/01/2016,0,3
redfin,1123,30th St,Oakland,CA,94608,,,3,2.5,2083,2700,1916,37.821689,-122.281195,,,http://www.zillow.com/homedetails/1123-30th-St-Oakland-CA-94608/24739922_zpid/,http://www.zillow.com/homedetails/1123-30th-St-Oakland-CA-94608/24739922_zpid/#charts-and-data,http://www.zillow.com/homes/24739922_zpid/,http://www.zillow.com/homes/comps/24739922_zpid/,24739922,637654,04/01/2016,,,0.471464496727,0,795000,03/09/2016,4.0,381
redfin,848,33rd St,Oakland,CA,94608,,,4,3.0,2100,3301,1900,37.823847,-122.274148,,,http://www.zillow.com/homedetails/848-33rd-St-Oakland-CA-94608/24741909_zpid/,http://www.zillow.com/homedetails/848-33rd-St-Oakland-CA-94608/24741909_zpid/#charts-and-data,http://www.zillow.com/homes/24741909_zpid/,http://www.zillow.com/homes/comps/24741909_zpid/,24741909,487673,04/01/2016,,,0.262181741739,0,775000,10/20/2015,3.0,369
redfin,835,35th St,Oakland,CA,94608,,,4,3.0,2218,4356,1910,37.824821,-122.273544,,,http://www.zillow.com/homedetails/835-35th-St-Oakland-CA-94608/24742082_zpid/,http://www.zillow.com/homedetails/835-35th-St-Oakland-CA-94608/24742082_zpid/#charts-and-data,http://www.zillow.com/homes/24742082_zpid/,http://www.zillow.com/homes/comps/24742082_zpid/,24742082,461211,04/01/2016,,,0.321168124819,0,415000,11/17/2015,11.0,187
principal_arv,avg $/sqft,rehab_light,rehab_med,rehab_high,mao_light,mao_med,mao_high
657072,312,73710,94770,126360,404094.0,383034.0,351444.0

prop type, address #, address st, city, state, zip, dom, listing_id, beds, baths, sqfootage, lotsize, yearbuilt, latitude, longitude, redfin link, chartlink, homelink, graphlink, maplink, compslink, zpid, zestimate, lastupdated, rentestimate, lastupdated_rent, distance, # hot words, sold price, sold date, comp score, $/sqft
redfin,254,CAIRO Rd,Oakland,CA,94603,34,40730183,3,1.0,974,4125,1943,37.733731,-122.193027,http://www.redfin.com/CA/Oakland/254-Cairo-Rd-94603/home/1224405,,http://www.zillow.com/homedetails/254-Cairo-Rd-Oakland-CA-94603/24801370_zpid/,http://www.zillow.com/homedetails/254-Cairo-Rd-Oakland-CA-94603/24801370_zpid/#charts-and-data,http://www.zillow.com/homes/24801370_zpid/,http://www.zillow.com/homes/comps/24801370_zpid/,24801370,229905,04/01/2016,2300,04/01/2016,0,3
redfin,457,Worth St,Oakland,CA,94603,,,3,1.0,1015,4160,1944,37.738045,-122.192761,,,http://www.zillow.com/homedetails/457-Worth-St-Oakland-CA-94603/24801230_zpid/,http://www.zillow.com/homedetails/457-Worth-St-Oakland-CA-94603/24801230_zpid/#charts-and-data,http://www.zillow.com/homes/24801230_zpid/,http://www.zillow.com/homes/comps/24801230_zpid/,24801230,349793,04/01/2016,,,0.298422195418,0,350000,03/02/2016,6.0,344
redfin,264,Sextus Rd,Oakland,CA,94603,,,3,1.0,1069,3920,1943,37.73299,-122.193201,,,http://www.zillow.com/homedetails/264-Sextus-Rd-Oakland-CA-94603/24801416_zpid/,http://www.zillow.com/homedetails/264-Sextus-Rd-Oakland-CA-94603/24801416_zpid/#charts-and-data,http://www.zillow.com/homes/24801416_zpid/,http://www.zillow.com/homes/comps/24801416_zpid/,24801416,241572,04/01/2016,,,0.0520734333958,0,250000,01/19/2016,1.0,233
redfin,223,Wistar Rd,Oakland,CA,94603,,,3,1.0,1013,9300,1943,37.732363,-122.192884,,,http://www.zillow.com/homedetails/223-Wistar-Rd-Oakland-CA-94603/24801475_zpid/,http://www.zillow.com/homedetails/223-Wistar-Rd-Oakland-CA-94603/24801475_zpid/#charts-and-data,http://www.zillow.com/homes/24801475_zpid/,http://www.zillow.com/homes/comps/24801475_zpid/,24801475,268046,04/01/2016,,,0.0948419358084,0,370000,10/27/2015,8.0,365
redfin,9623,Empire Rd,Oakland,CA,94603,,,3,1.0,1000,4125,1955,37.732291,-122.194486,,,http://www.zillow.com/homedetails/9623-Empire-Rd-Oakland-CA-94603/24801518_zpid/,http://www.zillow.com/homedetails/9623-Empire-Rd-Oakland-CA-94603/24801518_zpid/#charts-and-data,http://www.zillow.com/homes/24801518_zpid/,http://www.zillow.com/homes/comps/24801518_zpid/,24801518,224217,04/01/2016,,,0.127495963129,0,261000,12/24/2015,2.0,261
principal_arv,avg $/sqft,rehab_light,rehab_med,rehab_high,mao_light,mao_med,mao_high
292200,300,34090,43830,58440,180060.0,170320.0,155710.0

prop type, address #, address st, city, state, zip, dom, listing_id, beds, baths, sqfootage, lotsize, yearbuilt, latitude, longitude, redfin link, chartlink, homelink, graphlink, maplink, compslink, zpid, zestimate, lastupdated, rentestimate, lastupdated_rent, distance, # hot words, sold price, sold date, comp score, $/sqft
redfin,6575,SIMSON St,Oakland,CA,94605,31,40730544,2,1.0,1788,15096,1952,37.775407,-122.174056,http://www.redfin.com/CA/Oakland/6575-Simson-St-94605/home/1775113,,http://www.zillow.com/homedetails/6575-Simson-St-Oakland-CA-94605/24786440_zpid/,http://www.zillow.com/homedetails/6575-Simson-St-Oakland-CA-94605/24786440_zpid/#charts-and-data,http://www.zillow.com/homes/24786440_zpid/,http://www.zillow.com/homes/comps/24786440_zpid/,24786440,684215,04/01/2016,3200,04/01/2016,0,3
redfin,6057,Outlook Ave,Oakland,CA,94605,,,3,2.0,1737,5401,1938,37.777926,-122.179185,,,http://www.zillow.com/homedetails/6057-Outlook-Ave-Oakland-CA-94605/24785746_zpid/,http://www.zillow.com/homedetails/6057-Outlook-Ave-Oakland-CA-94605/24785746_zpid/#charts-and-data,http://www.zillow.com/homes/24785746_zpid/,http://www.zillow.com/homes/comps/24785746_zpid/,24785746,574639,04/01/2016,,,0.329771857587,0,585000,10/14/2015,7.0,336
redfin,6371,Sunnymere Ave,Oakland,CA,94605,,,4,3.0,2025,6351,2015,37.778705,-122.171266,,,http://www.zillow.com/homedetails/6371-Sunnymere-Ave-Oakland-CA-94605/24786078_zpid/,http://www.zillow.com/homedetails/6371-Sunnymere-Ave-Oakland-CA-94605/24786078_zpid/#charts-and-data,http://www.zillow.com/homes/24786078_zpid/,http://www.zillow.com/homes/comps/24786078_zpid/,24786078,639440,04/01/2016,,,0.274116179892,0,618000,10/27/2015,7.0,305
redfin,6623,Simson St,Oakland,CA,94605,,,4,2.0,1905,11761,1955,37.774835,-122.173299,,,http://www.zillow.com/homedetails/6623-Simson-St-Oakland-CA-94605/24786425_zpid/,http://www.zillow.com/homedetails/6623-Simson-St-Oakland-CA-94605/24786425_zpid/#charts-and-data,http://www.zillow.com/homes/24786425_zpid/,http://www.zillow.com/homes/comps/24786425_zpid/,24786425,641572,04/01/2016,,,0.0571933570714,0,625000,01/11/2016,4.0,328
redfin,6441,Mokelumne Ave,Oakland,CA,94605,,,3,2.0,1859,6240,1938,37.7766,-122.174726,,,http://www.zillow.com/homedetails/6441-Mokelumne-Ave-Oakland-CA-94605/24786492_zpid/,http://www.zillow.com/homedetails/6441-Mokelumne-Ave-Oakland-CA-94605/24786492_zpid/#charts-and-data,http://www.zillow.com/homes/24786492_zpid/,http://www.zillow.com/homes/comps/24786492_zpid/,24786492,663908,04/01/2016,,,0.0901844696195,0,745000,02/26/2016,5.0,400
redfin,6230,Oakdale Ave,Oakland,CA,94605,,,3,2.0,1759,6721,1968,37.778245,-122.174635,,,http://www.zillow.com/homedetails/6230-Oakdale-Ave-Oakland-CA-94605/24786566_zpid/,http://www.zillow.com/homedetails/6230-Oakdale-Ave-Oakland-CA-94605/24786566_zpid/#charts-and-data,http://www.zillow.com/homes/24786566_zpid/,http://www.zillow.com/homes/comps/24786566_zpid/,24786566,609483,04/01/2016,,,0.198619568991,0,350000,02/05/2016,13.0,198
redfin,6156,Oakdale Ave,Oakland,CA,94605,,,3,3.0,1800,8710,1963,37.778901,-122.176474,,,http://www.zillow.com/homedetails/6156-Oakdale-Ave-Oakland-CA-94605/24786576_zpid/,http://www.zillow.com/homedetails/6156-Oakdale-Ave-Oakland-CA-94605/24786576_zpid/#charts-and-data,http://www.zillow.com/homes/24786576_zpid/,http://www.zillow.com/homes/comps/24786576_zpid/,24786576,612727,04/01/2016,,,0.275166759557,0,685000,11/05/2015,4.0,380
principal_arv,avg $/sqft,rehab_light,rehab_med,rehab_high,mao_light,mao_med,mao_high
579312,324,62580,80460,107280,356904.0,339024.0,312204.0

